HomeTeam,AwayTeam,FTR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,FTHG,FTAG,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA
Sp Lisbon,Farense,H,1.3,5.5,8.5,1.6,2.3,1,0,11,4,3,7,2.2,2.6,1.4,0.25
Pacos Ferreira,Boavista,D,2.25,3.4,3.1,2.2,1.65,1,1,9,6,7,9,2.4,1.0,0.8,0.8
Gil Vicente,Benfica,A,7.0,4.75,1.4,1.6,2.3,0,2,8,6,14,5,1.6,0.4,2.4,2.4
Porto,Nacional,H,1.25,6.0,10.0,1.53,2.4,2,0,13,8,2,6,2.4,1.4,1.2,0.8
Santa Clara,Guimaraes,A,2.8,3.2,2.5,2.15,1.66,0,4,5,5,7,3,1.0,1.8,1.2,2.2
Sp Braga,Rio Ave,H,1.5,4.0,6.0,1.9,1.9,3,0,6,3,3,4,2.4,1.8,1.2,1.2
Famalicao,Gil Vicente,A,2.45,3.0,3.1,2.15,1.66,0,1,8,11,3,7,1.2,1.0,1.4,0.4
Nacional,Tondela,H,2.0,3.4,3.6,2.1,1.7,2,0,7,8,7,12,1.2,0.8,1.4,0.8
Farense,Pacos Ferreira,D,2.75,3.25,2.55,2.25,1.61,1,1,8,7,4,5,1.4,0.2,2.0,1.0
Belenenses,Sp Lisbon,A,7.0,4.33,1.45,1.85,2.0,1,2,4,4,12,3,1.2,1.0,2.6,2.6
Rio Ave,Maritimo,A,1.85,3.4,4.33,2.25,1.61,1,3,4,5,6,10,1.2,1.0,1.4,0.6
Boavista,Sp Braga,A,5.0,3.6,1.7,1.9,1.95,1,4,3,8,10,7,0.8,0.8,2.4,1.8
Benfica,Portimonense,H,1.2,6.5,12.0,1.53,2.4,2,1,11,6,3,7,2.4,2.4,1.0,0.6
Moreirense,Santa Clara,H,2.5,3.1,2.7,2.15,1.66,1,0,6,4,7,6,1.6,0.4,0.8,1.8
Guimaraes,Porto,A,4.2,4.0,1.65,1.8,2.0,2,3,2,6,11,7,1.2,2.6,2.4,1.4
Sp Lisbon,Sp Braga,H,2.0,3.6,3.5,1.7,2.1,2,0,12,4,13,5,2.6,2.6,2.4,2.4
Tondela,Famalicao,H,3.0,3.0,2.5,2.25,1.61,1,0,3,6,5,7,1.4,0.2,1.2,1.0
Maritimo,Boavista,D,2.6,3.0,2.9,2.25,1.61,0,0,5,5,5,7,1.4,1.2,0.8,0.8
