HomeTeam,AwayTeam,FTR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,FTHG,FTAG,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA
Leganes,Villarreal,H,2.79,3.25,2.62,2.32,1.6,3,1,2,5,7,7,1.0,1.2,2.0,1.6
Girona,Alaves,A,1.6,3.79,6.0,2.07,1.74,2,3,4,8,3,8,0.8,1.8,0.6,0.6
Alaves,Las Palmas,H,2.29,3.25,3.25,2.1,1.74,2,0,4,8,2,13,0.6,1.2,0.6,0.2
Getafe,Eibar,D,2.04,3.39,3.75,2.15,1.7,0,0,12,4,4,16,2.4,0.6,1.6,0.6
La Coruna,Leganes,H,2.37,3.2,3.2,2.24,1.64,1,0,6,6,5,6,1.4,0.8,1.6,1.2
Real Madrid,Sevilla,H,1.33,5.5,8.5,1.25,3.8,5,0,11,3,4,11,2.4,1.6,3.0,0.6
Valencia,Celta,H,1.66,4.0,5.0,1.54,2.44,2,1,16,3,13,8,2.6,2.4,1.6,1.4
Betis,Ath Madrid,A,4.75,3.79,1.72,1.95,1.86,0,1,13,10,9,1,1.6,0.8,1.8,2.6
Levante,Ath Bilbao,A,3.25,3.39,2.25,2.21,1.66,1,2,5,10,8,12,0.8,1.2,1.0,0.4
Sociedad,Malaga,A,1.53,4.33,6.0,1.69,2.17,0,2,12,11,2,14,1.2,0.8,1.6,0.0
Villarreal,Barcelona,A,6.0,4.33,1.53,1.5,2.53,0,2,11,3,10,2,2.0,1.0,2.6,2.2
Espanol,Girona,A,2.04,3.5,3.6,2.06,1.75,0,1,6,3,9,7,2.0,0.4,0.8,1.8
Sevilla,Levante,D,1.28,5.75,9.5,1.54,2.48,0,0,9,2,4,6,3.0,0.6,0.2,1.2
Ath Bilbao,Sociedad,D,2.14,3.39,3.39,1.83,1.98,0,0,3,5,5,8,1.0,0.8,1.2,0.8
Ath Madrid,Alaves,H,1.19,6.5,15.0,1.79,2.02,1,0,6,3,6,9,1.8,2.6,1.2,1.2
Eibar,Valencia,H,2.75,3.29,2.6,1.96,1.85,2,1,10,7,13,7,1.6,0.8,2.6,2.4
Barcelona,La Coruna,H,1.08,13.0,23.0,1.2,4.43,4,0,15,4,6,10,2.6,2.2,1.4,0.8
Celta,Villarreal,A,2.29,3.39,3.1,1.88,1.93,0,1,8,6,5,10,1.6,0.8,1.8,1.0
Girona,Getafe,H,2.2,3.25,3.5,1.98,1.82,1,0,6,10,5,7,0.8,2.2,2.0,0.6
Las Palmas,Espanol,D,2.5,3.29,2.87,1.96,1.84,2,2,4,12,2,7,0.6,0.2,1.4,0.4
Malaga,Betis,A,2.0,3.39,3.79,1.89,1.91,0,2,8,8,5,11,1.6,0.6,1.0,0.8
Levante,Leganes,D,2.7,3.0,2.89,2.57,1.49,0,0,3,12,3,7,0.2,1.4,1.6,0.6
Getafe,Las Palmas,H,1.75,3.6,5.0,1.83,1.98,2,0,8,4,2,14,2.0,0.4,0.8,0.2
Sociedad,Sevilla,H,2.25,3.5,3.0,1.58,2.36,3,1,10,10,4,14,1.2,1.0,2.6,0.6
Alaves,Malaga,H,2.14,3.2,3.5,2.31,1.6,1,0,5,6,4,9,1.2,1.2,1.4,0.6
Eibar,Girona,H,2.0,3.39,3.75,2.07,1.75,4,1,12,4,10,7,2.2,0.8,1.4,2.2
Betis,Ath Bilbao,A,2.7,3.25,2.62,1.83,1.97,0,2,9,11,7,10,1.0,0.8,1.2,0.8
Espanol,Ath Madrid,H,5.0,3.5,1.72,2.37,1.57,1,0,2,3,8,0,1.4,0.4,1.8,2.6
La Coruna,Celta,A,2.54,3.29,2.7,1.86,1.94,1,3,6,6,10,10,1.4,0.8,1.4,0.8
Real Madrid,Barcelona,A,2.1,3.75,3.1,1.38,2.98,0,3,16,2,9,2,3.0,1.6,2.6,2.2
Valencia,Villarreal,A,2.04,3.6,3.29,1.63,2.25,0,1,13,4,6,6,2.6,1.8,1.8,1.6
Ath Madrid,Getafe,H,1.39,4.2,10.0,2.14,1.71,2,0,5,3,4,7,1.8,2.4,2.6,0.4
Las Palmas,Eibar,A,2.54,3.39,2.75,1.78,2.05,1,2,6,12,3,10,0.8,0.2,2.6,0.8
Sevilla,Betis,A,1.5,4.33,6.5,1.53,2.47,3,5,8,2,6,11,2.6,0.6,1.0,0.8
Valencia,Girona,H,1.61,4.0,5.5,1.67,2.2,2,1,10,3,8,8,2.0,1.8,1.4,2.0
Ath Bilbao,Alaves,H,1.66,3.5,6.0,2.07,1.74,2,0,2,3,6,9,1.2,1.4,1.8,1.2
Barcelona,Levante,H,1.05,15.0,34.0,1.14,5.2,3,0,13,3,4,2,2.6,2.6,0.4,1.4
Celta,Real Madrid,D,6.5,4.33,1.5,1.34,3.17,2,2,7,6,5,4,1.4,0.8,2.4,1.6
Leganes,Sociedad,H,2.89,3.25,2.5,2.17,1.69,1,0,4,4,5,5,1.6,0.2,1.6,1.0
Villarreal,La Coruna,D,1.57,4.0,6.0,1.73,2.11,1,1,11,5,5,10,1.8,1.6,0.8,0.8
Malaga,Espanol,A,2.54,3.0,3.1,2.47,1.53,0,1,5,7,4,9,1.4,0.6,1.8,0.4
Getafe,Malaga,H,1.8,3.39,5.0,2.4,1.56,1,0,9,2,4,8,2.6,0.4,1.4,0.6
Eibar,Ath Madrid,A,4.0,3.2,2.04,2.37,1.58,0,1,16,5,8,1,2.6,1.4,2.2,2.4
Girona,Las Palmas,H,1.72,3.79,4.75,1.69,2.16,6,0,7,7,2,13,1.4,1.4,0.8,0.2
La Coruna,Valencia,A,3.0,3.39,2.37,1.71,2.13,1,2,5,8,11,7,0.8,0.8,2.0,1.8
Real Madrid,Villarreal,A,1.25,6.5,10.0,1.27,3.69,0,1,14,5,5,5,2.4,1.2,1.4,1.6
Alaves,Sevilla,H,3.25,3.25,2.29,2.0,1.81,1,0,6,4,5,16,1.8,0.6,2.0,0.6
Espanol,Ath Bilbao,D,2.54,3.0,3.0,2.36,1.57,1,1,3,3,7,7,1.8,1.0,1.2,1.4
Levante,Celta,A,3.0,3.25,2.45,2.01,1.81,0,1,3,10,8,9,0.4,1.2,1.4,0.8
Sociedad,Barcelona,A,6.5,5.0,1.44,1.42,2.79,2,4,9,7,11,1,1.6,0.4,2.6,2.6
Betis,Leganes,H,2.25,3.1,3.5,2.16,1.68,3,2,6,7,1,7,1.0,1.2,2.0,0.2
Getafe,Ath Bilbao,D,2.7,3.1,2.79,2.45,1.54,2,2,8,1,8,7,2.6,0.4,1.2,1.6
Ath Madrid,Girona,D,1.36,4.75,9.5,1.88,1.93,1,1,6,2,7,9,2.2,2.4,2.0,1.4
Espanol,Sevilla,A,2.75,3.2,2.7,2.03,1.79,0,3,3,4,5,13,1.4,1.0,2.0,0.6
Las Palmas,Valencia,H,4.5,4.0,1.72,1.5,2.54,2,1,5,9,7,5,0.8,0.2,2.0,1.8
Villarreal,Levante,H,1.44,4.5,7.5,1.91,1.9,2,1,9,6,4,5,1.4,2.0,0.2,1.2
Alaves,Leganes,D,2.14,3.1,3.75,2.75,1.44,2,2,6,2,2,8,2.4,0.6,2.0,0.2
Betis,Barcelona,A,10.0,6.0,1.28,1.29,3.51,0,5,7,9,13,3,1.0,1.2,2.6,2.6
Real Madrid,La Coruna,H,1.14,9.0,15.0,1.19,4.51,7,1,11,6,6,11,1.8,1.2,0.8,0.8
Sociedad,Celta,A,1.85,3.89,4.0,1.54,2.45,1,2,10,10,8,7,1.4,0.4,1.4,1.4
Eibar,Malaga,D,1.66,3.5,6.0,2.24,1.63,1,1,14,4,4,7,2.4,1.4,1.4,0.6
Ath Bilbao,Eibar,D,1.9,3.39,4.33,2.1,1.74,1,1,3,3,5,8,1.2,1.8,2.0,1.4
La Coruna,Levante,D,2.0,3.5,3.79,1.93,1.88,2,2,5,8,3,5,0.8,0.2,0.2,1.0
Malaga,Girona,D,2.29,3.0,3.39,2.12,1.72,0,0,5,6,6,9,1.4,0.8,2.0,1.0
Valencia,Real Madrid,A,5.0,4.33,1.61,1.33,3.23,1,4,8,4,5,5,2.0,1.2,1.8,1.2
Villarreal,Sociedad,H,2.04,3.5,3.5,1.74,2.08,4,2,7,7,3,6,1.4,2.0,0.8,0.4
Ath Madrid,Las Palmas,H,1.16,7.5,17.0,1.5,2.54,3,0,6,2,2,15,2.2,2.4,1.4,0.2
Barcelona,Alaves,H,1.08,11.0,26.0,1.25,3.84,2,1,13,3,4,11,2.6,2.6,2.0,0.6
Leganes,Espanol,H,2.37,2.79,3.5,2.85,1.41,3,2,5,4,5,7,2.0,0.4,1.4,1.0
Sevilla,Getafe,D,1.5,4.33,6.5,1.71,2.12,1,1,9,7,3,7,2.0,1.2,2.2,0.4
Celta,Betis,H,1.75,3.75,4.75,1.54,2.42,3,2,6,5,7,10,1.4,2.0,0.8,1.2
Sociedad,La Coruna,H,1.44,4.75,6.5,1.49,2.58,5,0,8,11,4,17,0.8,0.4,1.0,0.2
Alaves,Celta,H,2.62,3.2,2.79,2.01,1.8,2,1,7,4,9,6,2.0,0.6,2.0,2.0
Betis,Villarreal,H,2.79,3.39,2.5,1.7,2.14,2,1,5,12,5,4,0.8,1.2,1.4,2.0
Eibar,Sevilla,H,2.6,3.29,2.75,1.91,1.89,5,1,10,5,7,11,2.0,1.6,1.6,1.2
Levante,Real Madrid,D,13.0,7.0,1.19,1.35,3.13,2,2,2,10,7,5,0.2,0.6,1.8,1.2
Ath Madrid,Valencia,H,1.44,4.33,7.5,1.76,2.05,1,0,9,2,6,6,2.6,2.4,1.4,1.2
Espanol,Barcelona,D,9.5,5.25,1.33,1.65,2.23,1,1,3,5,15,3,1.4,0.8,2.6,2.6
