HomeTeam,AwayTeam,FTR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,FTHG,FTAG,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA
Schalke 04,RB Leipzig,A,9.0,5.75,1.3,1.53,2.5,0,3,5,9,9,8,0.6,0.4,2.0,1.6
M'gladbach,FC Koln,A,1.45,4.5,6.5,1.72,2.1,1,2,10,7,3,9,2.0,1.4,1.0,1.4
Hoffenheim,Ein Frankfurt,A,2.9,3.8,2.25,1.4,3.0,1,3,7,5,12,5,1.4,1.2,2.2,2.0
RB Leipzig,Augsburg,H,1.22,6.5,11.0,1.57,2.37,2,1,5,3,4,8,2.0,2.0,0.6,1.2
Dortmund,Hoffenheim,D,1.45,4.8,6.25,1.36,3.2,2,2,8,9,7,13,1.4,0.6,0.8,1.2
Leverkusen,Mainz,D,1.4,5.0,6.5,1.57,2.37,2,2,9,7,4,10,1.4,1.2,1.2,0.4
Stuttgart,Hertha,D,2.15,3.6,3.1,1.57,2.37,1,1,7,8,3,9,1.0,0.6,0.8,0.4
Werder Bremen,Freiburg,D,2.8,3.3,2.45,2.0,1.8,0,0,5,7,7,7,0.8,1.4,2.6,1.4
Union Berlin,Schalke 04,D,1.75,3.6,5.0,2.0,1.8,0,0,7,5,5,13,1.8,0.8,0.6,0.4
Ein Frankfurt,FC Koln,H,1.45,4.5,7.0,1.57,2.37,2,0,12,7,4,10,2.2,2.6,1.0,1.4
Wolfsburg,M'gladbach,D,2.37,3.5,2.9,1.72,2.1,0,0,13,6,9,8,2.6,2.0,1.8,1.4
Bayern Munich,Bielefeld,D,1.1,9.0,21.0,1.28,3.75,3,3,16,8,3,7,2.6,2.4,1.2,0.8
Bielefeld,Wolfsburg,A,5.5,3.75,1.65,1.9,1.9,0,3,5,7,7,4,1.2,1.0,2.2,2.0
Ein Frankfurt,Bayern Munich,H,4.0,4.33,1.75,1.3,3.5,2,1,13,6,10,4,2.6,2.6,2.6,2.4
FC Koln,Stuttgart,A,3.5,3.6,2.05,1.72,2.1,0,1,5,8,7,12,1.0,1.2,1.2,0.6
Freiburg,Union Berlin,A,2.4,3.2,3.1,2.1,1.72,0,1,15,5,5,6,2.6,1.4,1.8,0.8
M'gladbach,Mainz,A,1.61,4.0,5.25,1.61,2.3,1,2,10,8,5,10,1.8,1.4,1.2,0.6
Schalke 04,Dortmund,A,9.0,5.75,1.3,1.44,2.75,0,4,5,10,8,11,0.6,0.6,1.6,0.6
Augsburg,Leverkusen,D,5.5,4.0,1.61,1.66,2.2,1,1,3,10,8,4,0.6,1.2,1.6,1.2
Hertha,RB Leipzig,A,5.25,3.9,1.65,1.72,2.1,0,3,4,8,9,5,0.8,0.4,2.0,2.0
Hoffenheim,Werder Bremen,H,2.05,3.6,3.5,1.72,2.1,4,0,5,7,6,5,0.8,1.4,1.0,1.4
