HomeTeam,AwayTeam,FTR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,FTHG,FTAG,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA
Queen of Sth,Morton,D,2.29,3.5,2.89,1.86,1.88,1,1,5,7,10,4,1.0,1.2,1.4,1.8
Dumbarton,Morton,A,3.79,3.5,1.95,2.07,1.71,0,1,3,9,9,3,0.4,1.0,1.4,1.8
Livingston,Dundee United,H,2.45,3.39,2.75,1.93,1.82,2,1,6,2,4,9,1.6,2.0,2.4,1.0
Falkirk,Dumbarton,D,1.55,3.79,6.5,1.88,1.87,0,0,16,8,3,5,2.4,1.4,0.2,1.0
Inverness C,Morton,A,2.37,3.2,3.0,2.02,1.75,0,2,13,3,9,2,2.6,0.8,1.4,2.2
Queen of Sth,Dunfermline,D,2.39,3.29,2.89,1.83,1.91,0,0,6,5,3,5,1.2,1.2,1.4,0.8
St Mirren,Brechin,H,1.18,6.5,15.0,1.43,2.67,1,0,6,1,5,16,2.4,2.0,0.2,0.0
Morton,Livingston,A,2.39,3.5,2.75,2.11,1.69,0,1,4,5,10,6,1.4,2.2,2.0,2.0
Dumbarton,Queen of Sth,A,4.0,3.6,1.85,2.02,1.73,0,1,1,8,9,10,0.2,1.0,1.2,1.2
Falkirk,Morton,H,2.37,3.39,2.89,2.04,1.72,3,1,13,6,8,2,2.0,1.4,1.4,2.2
St Mirren,Dunfermline,H,1.95,3.6,3.6,2.06,1.71,2,0,7,0,2,3,3.0,2.0,1.4,1.0
Dumbarton,Brechin,H,1.64,3.79,5.25,1.85,1.91,1,0,1,9,4,13,0.0,1.0,0.2,0.0
Dunfermline,Inverness C,H,2.25,3.6,2.89,1.91,1.85,1,0,7,8,4,7,1.4,1.0,2.0,0.8
Livingston,Morton,D,2.2,3.25,3.39,2.13,1.68,1,1,8,3,8,4,2.0,2.6,1.4,2.0
Queen of Sth,Dundee United,A,2.7,3.39,2.5,1.85,1.9,1,3,6,5,4,10,1.2,1.2,2.4,0.8
Brechin,Dumbarton,A,4.0,3.5,1.9,2.14,1.67,1,3,4,9,1,3,0.2,0.0,0.6,1.0
Dundee United,Inverness C,D,1.85,4.0,3.6,1.9,1.85,1,1,12,5,4,8,2.4,0.8,2.0,0.6
Dunfermline,Morton,D,2.25,3.39,3.1,2.03,1.74,0,0,6,3,6,5,2.0,1.0,1.4,1.6
Livingston,Falkirk,D,2.1,3.5,3.25,2.0,1.75,0,0,9,3,3,6,2.2,2.6,2.0,1.4
Queen of Sth,St Mirren,A,2.79,3.39,2.39,1.94,1.81,1,3,5,5,9,8,1.2,1.2,3.0,2.0
Brechin,Dunfermline,A,7.5,4.5,1.39,1.81,1.94,0,3,4,10,2,4,0.2,0.0,1.6,1.0
Dundee United,Queen of Sth,A,1.85,3.6,4.09,1.82,1.93,2,3,10,6,5,8,2.0,0.8,1.0,1.2
Dundee United,Dunfermline,D,2.14,3.25,3.39,2.11,1.68,1,1,10,8,4,4,1.4,0.8,1.6,1.0
Morton,Brechin,H,1.33,5.0,9.5,1.73,2.02,2,0,4,4,3,12,1.4,1.6,0.2,0.0
Queen of Sth,Livingston,D,2.62,3.29,2.6,2.01,1.75,3,3,6,8,11,3,1.0,1.8,1.8,2.6
Inverness C,Dundee United,H,2.6,3.29,2.62,1.93,1.82,1,0,9,5,5,11,2.0,0.8,1.0,0.8
St Mirren,Dumbarton,H,1.39,4.5,8.0,1.87,1.88,5,0,8,0,3,4,3.0,2.0,0.6,1.0
Dumbarton,Livingston,A,5.0,3.5,1.72,2.02,1.74,0,3,1,5,10,5,0.6,1.0,1.8,2.2
Dunfermline,Queen of Sth,H,2.0,3.39,3.75,1.81,1.93,3,1,4,2,6,7,1.6,1.2,0.6,1.8
Falkirk,Brechin,H,1.25,5.5,12.0,1.59,2.26,3,0,10,6,2,10,2.0,1.4,0.2,0.0
Inverness C,St Mirren,D,2.79,3.39,2.39,1.86,1.87,2,2,9,5,9,7,2.0,0.8,3.0,2.0
Morton,Dundee United,D,2.5,3.29,2.75,2.07,1.7,1,1,5,4,5,10,1.4,1.6,1.0,0.8
Dundee United,Dumbarton,H,1.44,4.33,7.0,1.73,2.04,2,0,8,9,3,8,1.0,1.0,0.6,1.0
Dunfermline,Livingston,H,2.37,3.39,2.87,2.0,1.75,1,0,5,3,12,4,1.6,1.2,1.8,2.6
Inverness C,Brechin,H,1.22,6.5,11.0,1.57,2.29,4,0,10,6,1,10,2.0,0.8,0.2,0.0
Queen of Sth,Falkirk,D,2.39,3.39,2.79,1.81,1.93,2,2,6,10,3,6,0.6,1.2,2.0,1.4
Brechin,St Mirren,A,12.0,6.0,1.22,1.52,2.41,0,1,2,10,10,8,0.2,0.0,3.0,2.0
Dumbarton,Dundee United,H,5.25,3.7,1.66,1.94,1.8,3,2,1,7,5,5,0.6,0.8,1.0,1.0
Falkirk,Dunfermline,A,2.37,3.39,2.87,2.04,1.73,1,2,10,5,4,3,2.0,1.6,2.0,1.2
Livingston,Morton,H,2.0,3.5,3.6,2.12,1.67,3,2,7,3,5,4,1.8,2.0,1.4,1.6
Queen of Sth,Inverness C,A,2.37,3.39,2.87,1.75,2.0,0,2,7,11,5,8,0.6,1.2,2.0,0.8
Dundee United,St Mirren,H,2.54,3.39,2.62,1.86,1.88,1,0,6,8,9,8,1.0,0.8,3.0,2.0
Inverness C,Falkirk,H,2.0,3.5,3.5,1.97,1.78,1,0,10,5,5,6,2.0,0.8,2.0,1.6
Morton,Dumbarton,H,1.39,4.75,7.0,1.88,1.87,3,2,5,4,3,10,1.4,1.0,1.2,0.8
Dundee United,Falkirk,H,1.75,3.5,4.75,1.86,1.88,1,0,7,5,4,3,1.6,0.8,2.0,1.6
Dunfermline,Brechin,H,1.18,7.0,13.0,1.44,2.62,4,0,6,3,0,11,2.0,1.6,0.0,0.0
Inverness C,Dumbarton,H,1.5,4.0,7.0,1.88,1.86,5,1,8,4,5,11,2.0,0.8,1.2,0.8
Morton,Queen of Sth,A,1.8,3.6,4.33,1.8,1.92,0,1,8,5,6,10,2.0,1.0,0.4,1.2
St Mirren,Livingston,D,1.95,3.5,3.79,1.84,1.89,0,0,11,0,10,5,3.0,1.4,2.2,2.0
Brechin,Dundee United,A,13.0,7.0,1.18,1.57,2.28,0,5,1,10,7,8,0.0,0.0,2.0,0.8
St Mirren,Falkirk,A,1.85,3.5,4.2,1.91,1.84,1,2,10,0,3,4,2.6,1.4,2.0,1.0
Dumbarton,Inverness C,A,6.5,4.5,1.44,1.69,2.1,0,1,4,7,4,6,1.2,0.6,2.6,0.8
Dumbarton,Falkirk,A,3.6,3.29,2.04,1.94,1.8,2,5,4,7,4,5,1.2,0.6,2.0,1.0
Inverness C,Dunfermline,D,2.25,3.25,3.2,1.94,1.8,2,2,13,3,6,4,2.6,1.4,2.6,1.6
Livingston,Brechin,H,1.16,7.5,13.0,1.44,2.62,3,0,10,5,0,14,2.2,1.6,0.0,0.0
Queen of Sth,Dundee United,H,3.29,3.29,2.2,1.8,1.94,3,0,7,13,11,6,0.4,1.8,2.0,1.4
St Mirren,Morton,H,2.04,3.29,3.6,1.89,1.85,2,1,9,2,6,7,2.0,1.4,1.4,1.0
Livingston,Inverness C,A,2.45,3.6,2.62,1.8,1.95,0,1,9,4,5,5,2.2,1.6,2.2,1.4
Brechin,Queen of Sth,A,10.0,5.5,1.28,1.45,2.58,1,5,1,13,6,7,0.0,0.0,1.0,1.8
Dundee United,Livingston,H,2.2,3.6,3.0,1.9,1.84,2,0,7,4,7,4,2.0,0.8,1.6,1.6
Dunfermline,Dumbarton,H,1.14,7.5,19.0,1.45,2.59,4,0,9,1,6,16,2.6,1.6,1.2,0.6
Falkirk,St Mirren,H,3.1,3.2,2.29,1.85,1.89,1,0,10,4,7,8,2.0,1.4,2.0,1.4
Morton,Inverness C,A,2.75,3.79,2.29,1.84,1.89,0,3,6,5,5,2,1.4,0.4,2.2,2.0
Ayr,Partick,H,2.62,3.4,2.54,1.88,1.86,2,0,0,0,0,0,0.0,0.0,0.0,0.0
Dundee United,Dunfermline,A,2.5,3.3,2.75,2.03,1.73,2,3,7,1,8,6,2.6,0.8,2.6,1.6
Falkirk,Inverness C,A,2.7,3.4,2.5,2.06,1.71,0,1,8,3,8,1,2.0,1.4,2.2,2.6
Morton,Queen of Sth,D,2.25,3.5,3.0,1.91,1.84,2,2,6,7,11,6,1.4,0.4,1.0,2.4
Ross County,Alloa,H,1.3,5.0,9.5,1.69,2.09,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Alloa,Morton,A,3.0,3.5,2.25,1.89,1.85,0,2,0,0,5,9,0.0,0.0,1.0,0.4
Dunfermline,Ross County,A,2.3,3.4,3.0,1.91,1.84,1,3,12,1,0,0,2.6,2.2,3.0,0.0
Inverness C,Ayr,D,1.8,3.6,4.33,1.71,2.06,0,0,14,5,0,0,2.2,3.0,3.0,0.0
Partick,Falkirk,H,2.04,3.5,3.4,1.92,1.82,2,1,0,0,9,7,0.0,0.0,1.8,1.4
Queen of Sth,Dundee United,A,2.75,3.4,2.45,1.78,1.97,1,2,9,10,8,8,1.0,2.0,2.4,0.8
Ayr,Dunfermline,H,2.9,3.3,2.4,1.88,1.85,4,1,2,0,11,6,3.0,1.0,2.4,2.2
Dundee United,Partick,H,2.5,3.4,2.7,1.88,1.85,3,1,8,3,0,2,2.4,1.4,3.0,0.0
Falkirk,Queen of Sth,A,2.3,3.4,3.0,1.85,1.88,0,3,8,4,12,8,1.8,1.2,1.0,2.0
Inverness C,Alloa,D,1.5,3.75,7.5,1.74,2.01,2,2,12,3,0,1,2.2,3.0,0.0,0.0
Morton,Ross County,H,3.0,3.4,2.3,2.01,1.74,2,1,6,9,3,1,1.0,1.0,3.0,3.0
Alloa,Dundee United,D,4.75,3.8,1.7,1.72,2.02,1,1,0,2,10,8,0.0,0.5,2.4,1.4
Dunfermline,Inverness C,A,2.3,3.4,3.0,1.93,1.81,0,3,13,4,8,0,2.4,1.6,1.8,3.0
Partick,Morton,H,1.85,3.6,4.0,1.96,1.78,1,0,2,1,6,6,3.0,0.0,1.4,1.0
Queen of Sth,Ayr,H,2.14,3.75,3.0,1.77,1.97,5,0,9,9,0,0,1.0,2.0,3.0,1.0
Ross County,Falkirk,H,1.5,4.6,5.5,1.73,2.01,2,0,1,0,8,7,3.0,1.5,1.2,1.2
Ayr,Falkirk,H,2.0,3.6,3.5,1.68,2.1,3,2,6,1,8,8,3.0,0.5,1.2,1.2
Dundee United,Morton,D,1.72,3.6,4.75,1.89,1.85,1,1,9,4,5,6,2.4,1.4,1.4,0.8
Dunfermline,Alloa,D,1.5,4.33,6.0,1.7,2.06,0,0,10,6,2,3,1.8,1.6,0.5,0.5
Inverness C,Partick,H,1.95,3.6,3.6,1.94,1.8,3,2,10,5,1,5,1.8,3.0,3.0,0.0
Queen of Sth,Ross County,D,3.25,3.3,2.2,1.87,1.87,0,0,11,6,4,3,1.4,2.0,3.0,1.5
Alloa,Ayr,A,3.3,3.4,2.14,1.75,2.0,0,2,1,3,0,5,0.5,0.6666666666666666,3.0,0.5
Falkirk,Dundee United,A,3.3,3.4,2.14,1.83,1.91,0,2,5,6,10,8,1.2,1.2,2.0,1.4
Morton,Dunfermline,D,2.7,3.3,2.54,1.89,1.85,1,1,7,9,9,10,1.4,0.8,1.4,1.6
Partick,Queen of Sth,H,2.3,3.4,3.0,1.8,1.93,3,2,3,1,12,6,3.0,0.0,1.4,2.0
Ross County,Inverness C,D,1.95,3.5,3.8,1.93,1.81,0,0,3,0,9,0,3.0,1.3333333333333333,1.8,3.0
Dunfermline,Partick,H,2.1,3.4,3.4,2.04,1.73,1,0,9,6,3,8,1.4,1.6,3.0,0.0
Alloa,Falkirk,A,2.5,3.4,2.7,1.8,1.93,0,2,1,5,10,10,0.3333333333333333,0.6666666666666666,0.6,1.2
Dundee United,Ross County,A,2.54,3.2,2.75,2.01,1.74,1,5,9,5,4,3,2.0,2.0,2.3333333333333335,1.3333333333333333
Inverness C,Queen of Sth,D,2.1,3.4,3.4,1.82,1.91,0,0,12,7,13,6,1.8,2.6,1.4,2.0
Morton,Ayr,A,2.25,3.4,3.1,1.84,1.91,1,5,5,8,2,5,1.0,0.8,3.0,1.3333333333333333
Ayr,Dundee United,H,2.25,3.4,3.1,1.76,1.97,2,0,9,3,10,5,3.0,1.75,1.4,2.0
Falkirk,Dunfermline,A,3.4,3.3,2.14,1.92,1.82,0,2,2,8,9,10,0.6,1.2,1.4,1.6
Inverness C,Morton,D,1.72,3.75,4.5,1.94,1.8,1,1,7,6,6,7,1.4,2.6,1.0,0.8
Partick,Ross County,A,3.0,3.4,2.3,1.86,1.87,0,2,6,3,9,4,3.0,0.0,2.3333333333333335,1.75
Queen of Sth,Alloa,D,1.61,4.0,5.0,1.69,2.07,3,3,9,4,2,3,1.4,1.6,0.25,0.6666666666666666
