HomeTeam,AwayTeam,FTR,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25
Rochdale,Scunthorpe,H,3,1,13,10,7,3,11,7,0,2,0,0,2.6,3.4,2.9,1.96,1.83
Shrewsbury,Portsmouth,A,0,2,19,11,6,5,4,3,1,5,0,0,3.25,3.3,2.4,2.16,1.67
Walsall,Barnsley,A,0,1,13,14,4,5,2,7,1,3,0,0,5.0,4.0,1.72,1.92,1.87
Doncaster,Bristol Rvs,H,4,1,16,7,7,7,5,3,1,3,0,0,1.95,3.5,4.33,1.93,1.86
Accrington,Fleetwood Town,A,0,1,8,11,1,5,5,5,2,3,0,0,2.7,3.5,2.7,2.1,1.71
Barnsley,Coventry,D,2,2,14,5,5,5,2,4,3,1,0,0,1.72,4.0,5.0,1.94,1.85
Blackpool,Plymouth,D,2,2,8,8,5,2,2,1,2,2,0,0,2.0,3.6,4.0,2.07,1.74
Bristol Rvs,Luton,A,1,2,6,11,1,3,2,5,1,0,0,0,4.5,3.75,1.85,2.11,1.71
Charlton,Bradford,H,1,0,12,7,5,1,6,2,0,0,0,0,1.66,3.8,6.0,1.83,1.96
Doncaster,Walsall,H,3,1,15,15,5,7,6,9,0,1,0,0,1.72,3.75,5.5,1.91,1.88
Gillingham,Rochdale,D,1,1,16,10,3,3,6,3,2,5,0,0,2.37,3.6,3.1,1.83,1.96
Oxford,Wycombe,H,2,1,10,10,4,5,8,2,2,1,0,0,1.95,3.6,4.33,2.13,1.7
Scunthorpe,AFC Wimbledon,A,1,2,9,6,2,3,5,5,6,2,0,0,2.3,3.5,3.3,2.2,1.65
Southend,Shrewsbury,A,0,2,4,9,1,2,6,4,1,2,0,0,3.0,3.3,2.6,2.27,1.61
Accrington,Sunderland,A,0,3,12,21,5,9,2,6,4,2,0,0,4.0,3.6,2.0,1.94,1.84
AFC Wimbledon,Accrington,D,1,1,15,8,3,4,7,5,3,3,0,0,2.4,3.5,3.1,2.04,1.76
Bradford,Doncaster,A,0,1,13,11,3,1,7,4,1,3,0,0,3.6,3.5,2.15,1.87,1.91
Burton,Barnsley,H,3,1,12,14,5,6,4,4,1,2,0,0,3.2,3.6,2.3,1.96,1.83
Fleetwood Town,Southend,D,2,2,5,5,4,3,5,4,3,2,0,0,1.83,3.6,5.0,2.22,1.63
Luton,Blackpool,D,2,2,17,6,2,4,11,4,0,4,1,0,1.55,4.33,6.5,1.84,1.94
Peterboro,Gillingham,H,2,0,15,11,7,3,4,6,2,2,0,0,1.95,3.75,4.0,1.76,2.03
Plymouth,Charlton,A,0,2,16,7,6,3,9,6,0,5,0,0,3.25,3.5,2.3,1.89,1.89
Rochdale,Sunderland,A,1,2,7,13,1,7,4,3,2,2,0,0,4.75,3.8,1.8,1.8,1.99
Shrewsbury,Scunthorpe,D,1,1,13,8,3,2,13,2,0,1,0,0,1.9,3.4,4.75,2.29,1.59
Walsall,Oxford,A,1,3,10,11,4,4,6,4,3,1,0,2,2.87,3.4,2.62,2.12,1.7
Wycombe,Portsmouth,A,2,3,14,10,6,6,6,4,0,1,0,0,3.75,3.5,2.1,2.11,1.7
Coventry,Bristol Rvs,D,0,0,19,6,7,3,7,2,1,1,0,0,2.2,3.5,3.5,2.25,1.62
Accrington,Rochdale,A,0,1,12,7,4,2,6,1,0,3,0,0,2.2,3.5,3.5,1.87,1.92
Sunderland,Burton,D,1,1,12,11,5,6,7,9,0,1,0,0,1.83,3.75,4.6,1.91,1.88
Wycombe,Charlton,A,0,1,10,6,7,4,4,4,2,1,0,0,3.3,3.6,2.25,2.0,1.79
Accrington,Walsall,H,2,1,10,6,4,3,5,4,1,4,0,1,2.3,3.5,3.3,2.07,1.73
Barnsley,Fleetwood Town,H,4,2,17,11,7,4,9,7,2,2,0,1,1.72,4.0,5.0,1.98,1.81
Blackpool,Peterboro,A,0,1,7,10,1,4,3,1,1,0,0,0,2.37,3.4,3.2,1.97,1.82
Bristol Rvs,Bradford,H,3,2,14,12,8,5,10,11,4,0,0,0,1.95,3.5,4.33,2.02,1.77
Charlton,Luton,H,3,1,9,6,3,3,5,3,2,3,0,1,3.6,3.5,2.15,2.11,1.71
Doncaster,Plymouth,H,2,0,24,10,7,1,9,6,1,2,0,0,1.8,3.75,5.0,1.85,1.93
Gillingham,Shrewsbury,A,0,2,7,9,1,4,4,6,1,1,0,0,2.87,3.4,2.6,2.15,1.68
Oxford,AFC Wimbledon,D,0,0,14,4,4,0,8,4,0,2,0,0,2.1,3.3,4.0,2.18,1.66
Portsmouth,Rochdale,H,4,1,16,9,10,6,5,1,0,3,0,0,1.61,4.2,6.0,1.75,2.05
Scunthorpe,Burton,A,0,3,6,13,1,8,3,8,1,1,0,0,3.1,3.4,2.45,2.04,1.76
Southend,Wycombe,A,0,2,5,11,2,4,9,4,1,2,0,0,2.45,3.4,3.1,2.17,1.66
Sunderland,Coventry,A,4,5,12,11,7,7,1,5,1,2,0,0,1.75,3.75,4.33,1.99,1.79
AFC Wimbledon,Bristol Rvs,D,1,1,7,14,4,6,10,5,1,2,0,0,2.5,3.3,3.1,2.19,1.65
Barnsley,Shrewsbury,H,2,1,14,13,3,5,6,9,0,2,0,0,1.6,4.0,6.5,1.97,1.81
Burton,Portsmouth,A,1,2,12,9,4,4,6,4,1,2,0,0,3.0,3.4,2.5,2.0,1.79
Coventry,Bradford,H,2,0,22,9,6,5,6,6,2,1,0,1,1.8,3.75,5.0,1.99,1.79
Fleetwood Town,Peterboro,D,1,1,9,12,5,3,5,6,4,1,0,0,2.75,3.4,2.7,1.99,1.79
Gillingham,Plymouth,H,3,1,10,9,4,4,7,3,1,2,0,0,2.5,3.4,3.0,1.9,1.89
Oxford,Charlton,H,2,1,7,20,3,6,2,14,3,2,1,1,3.0,3.25,2.6,2.17,1.67
Rochdale,Wycombe,H,1,0,13,16,3,7,6,9,1,0,0,0,2.62,3.4,2.87,1.97,1.82
Scunthorpe,Blackpool,D,0,0,12,16,4,7,7,7,0,0,0,0,2.55,3.3,3.0,2.14,1.68
Sunderland,Doncaster,H,2,0,12,5,5,3,5,2,1,1,0,0,1.85,3.6,4.75,1.89,1.89
Walsall,Southend,D,1,1,8,10,3,3,5,8,2,4,0,0,2.3,3.5,3.25,2.09,1.71
Accrington,Luton,A,0,3,4,21,0,15,1,4,2,1,1,0,4.8,4.0,1.65,1.85,1.93
Blackpool,Fleetwood Town,H,2,1,7,11,3,3,4,5,1,3,0,1,2.4,3.25,3.3,2.26,1.61
Bradford,Gillingham,D,1,1,9,13,3,1,4,1,2,0,0,0,2.7,3.5,2.7,1.85,1.93
Bristol Rvs,Rochdale,A,0,1,9,8,1,2,6,2,2,4,0,0,2.1,3.3,4.0,1.96,1.83
Charlton,Scunthorpe,H,4,0,15,14,6,4,8,7,0,1,0,0,1.83,3.6,5.0,1.98,1.81
Peterboro,Sunderland,D,1,1,12,17,5,6,7,9,2,2,0,0,3.4,3.6,2.2,1.75,2.06
Plymouth,Barnsley,A,0,3,10,17,4,11,3,9,0,0,0,0,4.75,3.75,1.83,1.87,1.91
Portsmouth,Coventry,H,2,1,11,9,3,2,7,7,0,1,0,0,1.75,3.8,5.25,1.96,1.83
Shrewsbury,Oxford,A,2,3,14,6,4,3,6,3,4,3,0,1,2.5,3.2,3.2,2.35,1.57
Southend,Burton,H,3,2,12,7,6,5,5,3,1,2,0,0,2.87,3.4,2.6,2.03,1.77
Wycombe,Walsall,H,1,0,6,6,3,2,2,3,1,2,0,0,2.25,3.4,3.5,2.03,1.78
Doncaster,Accrington,A,1,2,13,8,2,2,4,6,1,0,0,0,1.72,3.8,4.5,1.81,1.98
Luton,AFC Wimbledon,D,2,2,21,6,10,3,7,6,2,2,0,0,1.44,4.33,7.0,1.77,2.02
Accrington,Plymouth,H,5,1,13,12,7,2,3,6,0,0,0,0,2.25,3.4,3.1,1.87,1.91
AFC Wimbledon,Wycombe,H,2,1,8,14,5,6,2,6,0,2,0,0,2.4,3.4,2.8,2.13,1.69
Barnsley,Blackpool,H,2,1,22,5,6,2,13,1,0,1,0,0,1.36,4.75,8.5,1.85,1.93
Burton,Luton,H,2,1,13,5,6,2,7,6,0,0,0,0,4.33,3.6,1.8,1.87,1.92
Fleetwood Town,Bristol Rvs,D,0,0,10,11,5,2,8,4,2,6,0,0,2.45,3.25,2.87,2.24,1.62
Gillingham,Charlton,A,0,2,14,15,2,8,8,6,3,2,0,0,3.4,3.4,2.1,1.8,1.99
Oxford,Doncaster,D,2,2,18,13,10,3,9,2,2,3,0,0,3.0,3.4,2.3,1.83,1.95
Rochdale,Southend,H,1,0,11,3,4,2,6,2,1,0,0,0,2.4,3.25,2.9,1.93,1.85
Scunthorpe,Bradford,A,2,3,16,9,6,4,10,5,1,2,0,0,1.8,3.5,4.75,1.86,1.93
Sunderland,Portsmouth,D,1,1,10,5,6,2,4,4,3,3,0,0,2.1,3.4,3.4,1.96,1.82
Walsall,Peterboro,H,3,0,13,7,4,3,3,2,1,1,0,0,2.87,3.4,2.4,1.97,1.82
Coventry,Shrewsbury,D,1,1,3,12,1,4,1,4,0,1,0,0,2.2,3.4,3.2,2.17,1.66
Fleetwood Town,Sunderland,H,2,1,9,11,4,3,7,6,4,0,0,0,4.5,4.0,1.8,1.84,1.95
Portsmouth,Peterboro,A,2,3,14,11,6,6,7,2,2,4,0,0,1.61,4.33,5.75,1.53,2.44
Blackpool,Gillingham,A,0,3,10,6,4,3,4,2,2,3,0,0,2.2,3.6,3.4,1.95,1.84
Bradford,AFC Wimbledon,D,0,0,6,8,2,2,7,0,0,1,0,0,3.6,3.4,2.2,1.96,1.83
Bristol Rvs,Barnsley,H,2,1,11,10,6,3,4,1,1,1,0,1,5.5,4.0,1.66,1.87,1.91
Charlton,Rochdale,H,4,0,16,4,6,1,4,5,1,2,0,0,1.72,4.0,5.0,1.71,2.1
Doncaster,Coventry,H,2,0,12,6,5,1,2,6,3,1,0,0,1.9,3.75,4.2,1.71,2.09
Luton,Oxford,H,3,1,17,8,11,4,3,3,1,3,0,0,1.4,5.0,8.5,1.8,1.99
Peterboro,Burton,H,3,1,12,16,5,5,6,7,1,1,0,0,1.9,3.8,4.2,1.7,2.12
Plymouth,Scunthorpe,H,3,2,17,10,8,4,8,2,4,5,0,0,2.2,3.8,3.2,1.77,2.02
Portsmouth,Accrington,D,1,1,11,8,2,5,5,5,0,0,0,0,1.4,5.25,8.0,1.68,2.15
Shrewsbury,Walsall,D,0,0,8,8,4,2,10,8,1,1,0,0,2.87,3.5,2.55,2.04,1.75
Southend,Sunderland,H,2,1,9,8,3,2,6,5,2,1,0,0,2.87,3.6,2.5,1.95,1.84
Wycombe,Fleetwood Town,H,1,0,9,14,5,6,4,9,0,3,0,0,2.2,3.5,3.5,2.11,1.71
AFC Wimbledon,Rotherham,A,1,2,11,14,1,8,4,4,1,0,0,0,2.6,3.4,2.87,2.15,1.66
Blackpool,Bristol Rvs,H,2,0,14,16,4,1,6,7,1,1,0,0,2.0,3.5,4.2,2.2,1.65
Burton,Ipswich,A,0,1,9,10,2,4,7,8,2,3,1,0,2.8,3.5,2.6,2.1,1.7
Coventry,Southend,H,1,0,7,4,2,1,5,5,1,1,0,0,2.2,3.6,3.4,1.95,1.85
Doncaster,Gillingham,D,1,1,12,8,3,4,6,4,0,1,0,0,1.9,3.75,4.33,1.8,2.0
Lincoln,Accrington,H,2,0,14,12,6,3,9,8,2,1,0,0,1.95,3.75,4.0,2.0,1.8
Peterboro,Fleetwood Town,A,1,3,10,7,3,4,4,2,1,6,0,0,2.1,3.5,3.75,1.95,1.85
Shrewsbury,Portsmouth,H,1,0,3,15,1,3,1,10,3,3,0,1,3.75,3.8,2.0,2.1,1.7
Sunderland,Oxford,D,1,1,9,6,3,2,6,4,1,4,0,0,1.57,4.0,7.0,1.85,1.95
Tranmere,Rochdale,A,2,3,20,8,6,3,2,2,2,3,1,0,2.2,3.5,3.5,2.0,1.8
Wycombe,Bolton,H,2,0,25,3,10,0,6,0,0,0,0,0,1.28,5.75,13.0,1.75,2.05
Bolton,Coventry,D,0,0,5,24,2,7,2,4,4,1,0,0,4.75,4.2,1.5,1.67,2.15
Bristol Rvs,Wycombe,D,0,0,10,7,3,4,3,6,1,2,0,0,2.15,3.4,3.25,2.1,1.7
Fleetwood Town,AFC Wimbledon,H,2,1,15,7,4,3,6,4,1,3,0,0,1.8,3.5,4.5,2.15,1.66
Gillingham,Burton,A,1,2,14,13,2,6,6,4,0,2,0,0,2.8,3.4,2.4,2.0,1.8
Ipswich,Sunderland,D,1,1,17,3,7,1,8,1,1,1,0,0,2.6,3.4,2.6,2.1,1.7
Milton Keynes Dons,Shrewsbury,H,1,0,11,11,2,1,7,8,1,1,0,0,2.0,3.2,3.6,2.07,1.72
Oxford,Peterboro,H,1,0,8,7,2,2,3,9,3,2,0,0,2.1,3.6,3.25,1.8,2.0
Portsmouth,Tranmere,H,2,0,17,9,6,3,5,2,2,0,0,0,1.65,4.0,5.0,1.9,1.9
Rochdale,Doncaster,D,1,1,9,15,4,3,3,8,2,1,0,0,2.9,3.4,2.3,1.8,2.0
Rotherham,Lincoln,A,0,2,17,3,3,3,11,9,4,2,0,0,1.95,3.5,3.8,2.0,1.8
Southend,Blackpool,A,1,3,18,8,4,3,5,6,1,1,0,1,2.87,3.4,2.37,2.15,1.66
Sunderland,Portsmouth,H,2,1,5,6,2,1,2,5,2,1,0,0,2.5,3.4,3.0,2.3,1.6
AFC Wimbledon,Accrington,D,1,1,13,11,6,4,13,9,1,1,0,1,2.3,3.6,3.2,2.05,1.75
Blackpool,Oxford,H,2,1,4,23,3,5,4,13,3,4,0,0,2.25,3.5,3.4,2.25,1.61
Burton,Rotherham,A,0,1,17,15,2,4,5,7,0,1,0,0,2.4,3.4,3.2,2.15,1.66
Coventry,Bristol Rvs,H,2,0,10,7,3,0,4,5,1,3,0,0,2.1,3.4,4.0,2.2,1.65
Doncaster,Fleetwood Town,H,3,2,17,15,5,6,6,4,3,2,0,0,2.25,3.4,3.5,2.07,1.72
Lincoln,Southend,H,4,0,14,10,5,3,4,3,0,3,0,0,1.72,3.75,5.5,2.1,1.7
Peterboro,Ipswich,D,2,2,12,14,7,7,5,4,3,1,0,0,2.55,3.3,3.0,2.1,1.7
Shrewsbury,Rochdale,D,0,0,13,16,3,4,7,4,2,1,0,0,2.0,3.4,4.33,2.05,1.75
Tranmere,Bolton,H,5,0,26,8,10,0,8,3,3,2,0,0,1.28,5.25,8.0,1.65,2.2
Wycombe,Milton Keynes Dons,H,3,2,19,18,5,7,9,4,3,0,0,0,2.6,3.5,2.8,2.07,1.72
Accrington,Shrewsbury,A,2,3,18,14,11,5,8,5,2,0,0,0,2.8,3.4,2.62,2.1,1.7
Bristol Rvs,Tranmere,H,2,0,18,8,8,1,7,1,1,2,0,2,2.15,3.4,3.75,2.1,1.7
Fleetwood Town,Wycombe,D,1,1,13,13,2,3,3,4,1,1,0,0,2.0,3.5,4.2,2.05,1.75
Gillingham,Blackpool,D,2,2,13,12,6,3,7,4,0,1,0,0,2.9,3.4,2.6,2.05,1.75
Ipswich,AFC Wimbledon,H,2,1,14,4,6,1,8,3,1,4,0,0,1.72,3.8,5.5,2.07,1.72
Milton Keynes Dons,Lincoln,H,2,1,12,26,3,7,3,3,1,0,0,0,2.7,3.5,2.7,1.95,1.85
Oxford,Burton,A,2,4,14,18,5,9,4,7,1,2,0,0,2.37,3.4,3.2,2.1,1.7
Portsmouth,Coventry,D,3,3,12,10,5,8,5,5,2,1,0,2,1.9,3.6,4.5,2.0,1.8
Rochdale,Sunderland,A,1,2,10,10,6,4,5,4,0,4,0,0,4.33,3.5,1.95,1.95,1.85
Southend,Peterboro,A,0,2,11,15,0,3,7,5,1,0,0,0,3.8,3.6,2.05,1.95,1.85
Doncaster,Lincoln,H,2,1,15,16,6,3,6,8,3,1,0,0,2.75,3.3,2.5,1.9,1.9
Bristol Rvs,Oxford,H,3,1,10,11,3,4,2,8,3,3,0,0,2.7,3.3,2.55,2.0,1.8
Coventry,Gillingham,H,1,0,12,9,5,3,5,5,0,2,0,0,2.0,3.4,3.75,1.95,1.85
Fleetwood Town,Accrington,H,2,0,15,7,8,2,1,5,3,0,0,1,1.8,3.5,4.5,2.0,1.8
Milton Keynes Dons,Peterboro,A,0,4,12,20,0,10,4,5,2,0,0,0,2.37,3.4,2.87,1.8,2.0
Rochdale,Blackpool,D,0,0,5,10,1,3,1,5,1,1,0,0,2.8,3.4,2.4,2.0,1.8
Shrewsbury,Burton,D,0,0,12,14,1,2,6,8,1,1,0,0,2.55,3.3,2.7,2.0,1.8
Sunderland,AFC Wimbledon,H,3,1,16,6,7,1,10,2,1,1,0,0,1.53,4.0,6.0,1.85,1.95
Wycombe,Southend,H,4,3,21,12,5,4,8,1,0,2,0,0,1.83,3.4,4.5,2.0,1.8
Accrington,Milton Keynes Dons,H,2,1,19,9,5,3,8,3,4,4,0,0,2.4,3.5,2.75,1.8,2.0
AFC Wimbledon,Wycombe,D,0,0,11,14,3,5,5,4,3,2,0,0,2.87,3.5,2.3,1.95,1.85
Blackpool,Portsmouth,D,1,1,14,10,4,3,6,3,2,2,0,0,3.0,3.25,2.37,2.07,1.72
Burton,Bristol Rvs,H,2,0,10,21,4,5,7,8,1,3,0,0,1.8,3.5,4.5,2.0,1.8
Ipswich,Shrewsbury,H,3,0,10,11,5,6,2,6,1,3,0,1,1.8,3.8,4.0,2.05,1.75
Lincoln,Fleetwood Town,H,2,0,12,14,3,2,3,6,0,1,0,0,2.15,3.4,3.3,1.95,1.85
Oxford,Coventry,D,3,3,18,9,5,5,14,2,4,2,0,0,2.37,3.4,2.87,2.07,1.72
Peterboro,Sunderland,H,3,0,10,8,4,1,2,4,1,3,0,2,2.55,3.3,2.62,1.8,2.0
Rotherham,Tranmere,D,1,1,11,12,3,4,7,7,1,3,0,0,1.61,3.8,5.5,2.1,1.7
Southend,Rochdale,A,0,3,9,12,2,9,3,4,2,1,0,0,2.62,3.4,2.55,1.95,1.85
Milton Keynes Dons,AFC Wimbledon,H,2,1,9,12,4,5,7,7,0,0,0,0,1.9,3.75,4.2,1.8,2.0
Doncaster,Rotherham,H,2,1,14,8,7,1,4,4,1,2,0,0,2.9,3.6,2.5,1.85,1.95
Bristol Rvs,Accrington,D,3,3,10,19,4,4,2,6,2,0,0,1,2.2,3.5,3.5,1.95,1.85
Coventry,Blackpool,H,3,2,17,5,9,3,9,3,1,1,0,0,2.2,3.4,3.6,2.2,1.65
Fleetwood Town,Oxford,H,2,1,13,5,6,2,5,6,1,2,0,0,2.2,3.4,3.6,2.05,1.75
Tranmere,Gillingham,D,2,2,16,16,8,7,5,8,1,1,0,0,2.5,3.6,2.9,1.85,1.95
Wycombe,Lincoln,H,3,1,24,10,7,4,6,3,1,1,0,0,2.75,3.4,2.75,2.07,1.72
Accrington,Sunderland,A,1,3,10,11,4,4,5,3,1,1,0,0,3.6,3.8,2.05,1.8,2.0
AFC Wimbledon,Shrewsbury,D,1,1,15,13,4,6,7,11,1,0,0,0,3.1,3.5,2.37,2.15,1.66
Blackpool,Milton Keynes Dons,A,0,3,18,11,5,4,7,5,0,1,0,0,2.0,3.8,3.8,1.8,2.0
Burton,Coventry,D,0,0,9,13,1,7,12,4,2,2,0,0,2.2,3.75,3.3,1.95,1.85
Gillingham,Wycombe,H,2,0,4,13,4,2,2,5,0,0,0,0,2.62,3.5,2.8,1.85,1.95
Ipswich,Doncaster,D,0,0,10,14,2,3,5,4,1,5,0,0,1.85,3.75,4.5,1.95,1.85
Lincoln,Bristol Rvs,A,0,1,10,16,1,3,13,5,3,1,0,0,2.0,3.6,4.0,2.0,1.8
Oxford,Tranmere,H,3,0,6,10,4,2,8,2,2,2,0,0,1.85,3.75,4.5,1.9,1.9
Peterboro,Rochdale,H,6,0,14,9,9,0,3,3,0,4,0,0,1.72,4.0,5.0,1.8,2.0
Rotherham,Bolton,H,6,1,24,6,9,2,3,5,2,0,0,0,1.57,4.0,5.5,1.7,2.1
Southend,Fleetwood Town,D,3,3,11,15,4,5,3,4,1,3,0,0,4.0,3.6,1.95,1.85,1.95
Bristol Rvs,Gillingham,D,1,1,14,13,5,5,2,7,1,0,0,0,2.15,3.6,3.5,1.95,1.85
Coventry,AFC Wimbledon,H,2,1,10,5,4,1,5,3,1,2,0,0,1.61,4.2,6.0,1.8,2.0
Doncaster,Blackpool,A,0,1,14,9,3,5,7,5,0,1,0,0,2.2,3.5,3.5,1.85,1.95
Milton Keynes Dons,Ipswich,A,0,1,12,12,3,4,5,3,1,2,0,0,3.1,3.75,2.3,1.8,2.0
Portsmouth,Burton,D,2,2,28,4,8,2,9,1,1,1,0,1,1.95,3.6,4.33,1.8,2.0
Rochdale,Lincoln,D,1,1,12,13,4,6,1,2,1,2,0,0,3.2,3.6,2.3,1.85,1.95
Shrewsbury,Southend,H,4,3,16,11,10,6,4,3,1,1,0,0,1.66,4.0,5.75,2.05,1.75
Sunderland,Rotherham,D,1,1,8,12,4,4,4,4,3,0,0,0,2.0,3.75,3.8,1.72,2.07
Tranmere,Peterboro,D,2,2,20,12,5,6,7,4,1,2,0,0,4.0,3.8,1.95,1.85,1.95
Wycombe,Accrington,D,1,1,18,14,3,5,3,6,3,3,0,0,1.83,3.8,4.6,1.7,2.1
Bolton,Oxford,D,0,0,15,19,5,5,6,8,2,0,0,0,9.0,5.5,1.36,1.47,2.6
Accrington,Blackpool,D,1,1,11,16,1,3,6,5,3,2,0,0,3.0,3.4,2.5,1.8,2.0
AFC Wimbledon,Bristol Rvs,A,1,3,11,10,6,4,3,7,2,1,1,0,2.87,3.4,2.6,2.1,1.7
Bolton,Sunderland,D,1,1,7,20,2,5,4,9,2,4,0,0,7.0,4.4,1.44,1.55,2.37
Doncaster,Peterboro,H,2,0,23,12,6,3,6,3,2,0,0,0,2.55,3.5,2.9,1.7,2.1
Fleetwood Town,Rochdale,H,2,1,23,5,6,1,8,2,0,4,0,0,1.61,4.2,6.0,1.8,2.0
Gillingham,Ipswich,A,0,1,12,9,2,3,9,4,1,2,0,0,3.4,3.5,2.25,1.95,1.85
Lincoln,Oxford,A,0,6,9,13,1,7,4,1,2,4,0,0,2.3,3.5,3.3,1.9,1.9
Milton Keynes Dons,Southend,A,0,1,19,11,4,4,10,2,1,4,0,0,1.65,4.2,5.5,1.7,2.1
Rotherham,Shrewsbury,D,0,0,14,6,4,2,7,5,1,3,0,0,2.0,3.5,4.2,1.95,1.85
Tranmere,Burton,H,2,1,12,13,4,6,2,5,2,3,0,0,3.5,3.4,2.25,1.95,1.85
Wycombe,Portsmouth,H,1,0,7,11,3,2,3,8,1,2,1,1,3.0,3.5,2.45,1.95,1.85
Blackpool,Lincoln,H,2,1,8,11,3,3,3,2,5,1,0,0,2.3,3.5,3.25,2.0,1.8
Bristol Rvs,Rotherham,H,1,0,12,7,6,3,2,8,0,0,0,0,2.8,3.5,2.6,1.85,1.95
Coventry,Doncaster,D,1,1,22,10,5,3,9,1,3,1,0,0,2.25,3.4,3.5,1.9,1.9
Ipswich,Tranmere,H,4,1,14,16,8,6,6,9,1,2,0,0,1.61,4.2,6.0,1.85,1.95
Oxford,Gillingham,H,3,0,17,4,7,1,5,3,1,2,0,0,1.9,3.75,4.2,1.8,2.0
Peterboro,AFC Wimbledon,H,3,2,25,12,12,3,5,7,0,5,0,0,1.53,4.5,6.5,1.75,2.05
Portsmouth,Bolton,H,1,0,10,10,4,3,4,4,2,2,0,0,1.28,5.5,10.0,1.7,2.1
Rochdale,Wycombe,A,0,3,10,6,3,3,8,0,1,1,0,0,3.0,3.5,2.45,1.85,1.95
Shrewsbury,Fleetwood Town,A,0,3,10,9,4,2,3,6,2,1,0,0,3.0,3.5,2.45,2.1,1.7
Southend,Accrington,A,0,1,6,10,0,4,1,5,0,2,1,0,3.0,3.6,2.4,1.8,2.0
Sunderland,Milton Keynes Dons,H,2,1,18,10,6,5,7,7,3,3,0,0,1.66,3.8,6.0,1.66,2.15
Accrington,Oxford,D,2,2,13,10,5,6,5,5,5,4,0,0,3.4,3.5,2.25,1.72,2.07
AFC Wimbledon,Rochdale,H,3,2,14,15,4,6,5,4,1,1,0,0,2.5,3.3,3.1,1.95,1.85
Doncaster,Portsmouth,A,1,2,26,7,6,5,11,1,0,2,0,0,2.6,3.75,2.7,1.9,1.9
Fleetwood Town,Ipswich,A,0,1,6,7,0,2,7,4,4,4,0,1,2.37,3.4,3.2,2.15,1.66
Gillingham,Southend,H,3,1,18,11,9,2,7,4,1,3,0,1,1.72,4.2,4.75,1.8,2.0
Lincoln,Sunderland,H,2,0,11,13,3,3,2,7,3,5,0,0,3.25,3.4,2.37,2.0,1.8
Milton Keynes Dons,Burton,A,0,3,7,21,3,9,7,6,0,0,0,0,3.0,3.4,2.5,1.75,2.05
Rotherham,Coventry,H,4,0,18,13,9,2,4,6,2,1,0,1,2.37,3.5,3.1,1.85,1.95
Tranmere,Shrewsbury,A,0,1,12,22,4,6,6,4,1,2,1,0,2.7,3.4,2.75,2.0,1.8
Wycombe,Peterboro,D,3,3,18,20,7,9,3,6,0,3,1,0,2.8,3.75,2.5,1.75,2.05
Bolton,Blackpool,D,0,0,14,12,4,2,10,7,1,1,0,0,3.75,3.6,1.83,1.8,2.0
Blackpool,Rotherham,A,1,2,12,6,4,3,9,3,5,4,0,0,2.7,3.4,2.75,1.95,1.85
Bristol Rvs,Milton Keynes Dons,H,1,0,17,5,5,1,5,5,1,2,0,0,2.05,3.6,3.8,1.8,2.0
Oxford,Doncaster,H,3,0,20,7,9,0,6,4,1,2,0,0,2.15,3.5,3.6,1.8,2.0
Peterboro,Lincoln,H,2,0,14,11,5,3,6,9,1,3,1,0,1.9,3.75,4.33,1.8,2.0
Portsmouth,Gillingham,D,0,0,12,6,3,1,8,3,1,5,0,0,1.7,4.0,5.5,1.85,1.95
Rochdale,Accrington,H,2,1,9,28,3,6,2,8,0,2,0,0,2.9,3.6,2.5,1.66,2.15
Southend,AFC Wimbledon,A,1,4,15,21,3,9,11,8,3,3,0,0,2.87,3.4,2.6,1.9,1.9
Coventry,Tranmere,A,0,1,19,3,1,1,6,1,1,3,0,0,1.72,3.8,5.5,1.9,1.9
Lincoln,Shrewsbury,D,0,0,6,12,1,5,1,3,0,2,1,0,2.3,3.5,3.25,2.05,1.75
Tranmere,Southend,D,1,1,9,14,1,6,11,4,1,3,0,0,1.8,4.0,4.5,1.9,1.9
AFC Wimbledon,Portsmouth,H,1,0,9,22,3,10,3,4,1,3,0,0,3.8,3.75,2.0,1.85,1.95
Bolton,Rochdale,A,1,3,14,14,5,5,5,1,2,3,0,0,2.8,3.6,2.55,1.95,1.85
Doncaster,Bristol Rvs,H,2,0,26,9,7,4,9,2,0,0,0,0,2.1,3.5,3.75,1.95,1.85
Fleetwood Town,Burton,H,4,1,14,16,9,3,3,7,1,2,0,0,2.15,3.6,3.5,1.85,1.95
Gillingham,Peterboro,A,1,2,14,10,4,2,9,7,3,1,0,0,4.0,3.6,2.0,1.8,2.0
Milton Keynes Dons,Coventry,D,0,0,5,18,2,4,3,5,6,0,0,0,3.4,3.6,2.2,1.85,1.95
Rotherham,Oxford,A,1,2,8,11,2,7,8,9,0,1,0,0,2.3,3.6,3.2,1.8,2.0
Wycombe,Sunderland,H,1,0,14,7,5,1,4,5,1,1,0,0,2.75,3.4,2.7,1.9,1.9
Accrington,Ipswich,H,2,0,12,13,5,4,4,8,2,3,1,1,3.6,3.5,2.15,1.8,2.0
Blackpool,Wycombe,D,1,1,10,9,1,2,5,3,2,1,0,0,2.35,3.6,3.1,2.05,1.75
Bristol Rvs,Bolton,A,0,2,13,12,3,5,5,4,2,1,0,0,1.53,4.2,5.75,1.8,2.0
