HomeTeam,AwayTeam,FTR,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA,AHHY,AHR,AHAYY,AHAR,AAHHY,AAHR,AAAYY,AAAR,AHHG,AHAG,TAHG,TAAG,AAHG,AAAG,AHHG_AWAY,AHAG_AWAY,Last_Home_Yellow,Last_Home_Red,Last_Away_Yellow,Last_Away_Red
Brechin,Livingston,D,2,2,13,14,5,4,4,7,4,1,0,0,4.33,3.8,1.75,1.76,1.99,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0
Dundee United,Queen of Sth,H,2,1,9,12,3,6,0,4,1,4,1,0,1.62,3.8,5.5,1.84,1.91,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0
Dunfermline,Inverness C,H,5,1,15,13,9,2,5,7,1,4,0,0,2.2,3.5,3.1,1.97,1.78,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0
Falkirk,Dumbarton,D,1,1,19,7,7,4,11,5,0,0,0,0,1.6,3.6,6.25,1.73,2.04,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0
Morton,St Mirren,H,4,1,11,10,5,3,6,7,1,2,1,0,2.5,3.4,2.7,1.99,1.76,0,0,0,0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0
Dundee United,Brechin,H,1,0,12,7,3,1,7,5,0,3,0,0,1.2,7.0,11.0,1.48,2.51,2,1,1,4,3.0,3.0,1.0,0.0,1.0,1.0,5.0,0.0,4.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,0.0
Dunfermline,Falkirk,H,3,1,15,11,4,3,4,0,1,1,0,2,2.55,3.6,2.55,1.83,1.9,5,1,1,3,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0
Inverness C,Morton,D,1,1,16,11,8,5,6,6,2,0,1,0,2.3,3.4,3.0,1.85,1.88,0,1,0,0,0.0,0.0,3.0,1.0,5.0,0.0,4.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,5.0,1.0,4.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0
Livingston,St Mirren,A,1,3,12,6,6,4,7,1,2,1,0,1,2.15,3.5,3.2,1.74,2.0,1,1,1,4,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0
Queen of Sth,Dumbarton,H,1,0,12,6,9,3,10,3,1,1,0,0,1.6,4.0,5.25,1.7,2.07,4,1,1,1,3.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0
Brechin,Inverness C,A,0,4,9,16,2,7,3,4,0,3,0,0,6.0,3.8,1.57,1.68,2.1,2,2,1,5,1.0,0.0,0.5,0.0,4.0,0.0,2.5,0.0,3.5,0.5,4.0,0.0,2.0,2.0,2.5,0.5,0.5,1.0,5.0,1.0,3.0,0.0,2.0,1.0
Dumbarton,Dunfermline,A,0,4,5,22,1,12,7,4,2,1,1,0,3.6,3.6,1.95,1.76,1.99,0,0,1,1,1.0,0.5,3.0,1.0,3.0,0.0,0.5,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Falkirk,Queen of Sth,A,1,4,5,10,1,6,2,3,0,1,0,0,2.05,3.5,3.4,1.77,1.98,1,1,1,2,1.0,0.0,3.0,0.0,0.0,0.0,1.5,1.5,0.5,0.0,4.0,0.0,1.0,1.0,3.0,1.0,2.5,0.5,2.0,1.0,1.0,2.0,1.0,0.0
Morton,Livingston,A,0,1,7,13,3,2,7,2,3,3,0,0,2.05,3.6,3.3,2.0,1.76,4,1,2,2,3.0,1.0,0.5,1.0,1.0,1.0,2.0,0.0,2.5,0.0,1.0,0.0,4.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0
St Mirren,Dundee United,H,3,0,13,11,6,4,10,5,1,5,0,0,2.9,3.5,2.25,1.81,1.92,3,1,1,0,3.0,1.5,3.0,3.0,2.0,0.0,1.5,0.5,0.5,0.5,5.0,0.0,3.0,1.0,2.5,2.0,1.5,0.5,0.0,1.0,1.0,1.0,0.0,0.0
Brechin,Falkirk,D,1,1,9,10,2,3,1,6,1,2,0,0,5.0,4.5,1.55,1.61,2.22,2,6,2,6,0.5,0.0,0.5,0.0,2.0,0.0,2.5,0.0,0.0,0.0,1.5,1.5,1.0,3.0,2.5,0.5,1.0,2.5,3.0,1.0,0.0,0.0,0.0,0.0
Dundee United,Dumbarton,D,1,1,17,6,9,2,5,5,1,1,0,0,1.36,4.75,8.0,1.62,2.22,3,1,1,2,3.0,1.5,0.5,0.5,0.5,0.5,5.0,0.0,2.5,0.5,0.5,0.0,1.5,0.5,1.5,0.5,0.0,2.0,1.0,0.5,5.0,0.0,2.0,1.0
Livingston,Queen of Sth,D,2,2,8,5,7,2,2,2,3,1,0,0,2.45,3.6,2.63,1.77,1.96,2,4,5,3,0.5,2.0,3.0,1.5,2.5,0.0,2.0,0.0,0.5,0.0,2.5,0.0,1.0,2.0,1.0,1.5,2.5,0.5,1.5,2.5,3.0,0.0,1.0,0.0
