HomeTeam,AwayTeam,FTR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,FTHG,FTAG,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA
Antalyaspor,Yeni Malatyaspor,H,2.45,3.25,2.87,2.08,1.72,3,1,7,6,2,1,1.4,0.4,1.4,1.6
Fenerbahce,Genclerbirligi,D,1.44,4.33,7.0,1.8,1.99,2,2,15,7,5,9,2.6,1.8,1.4,1.0
Karabukspor,Alanyaspor,H,3.75,3.6,1.9,1.64,2.19,1,0,1,7,7,11,0.2,0.0,1.4,0.6
Kasimpasa,Akhisar Belediyespor,H,2.29,3.29,3.1,1.74,2.05,2,0,8,10,5,10,1.4,0.8,0.6,0.4
Konyaspor,Buyuksehyr,D,4.0,3.29,1.95,2.05,1.74,1,1,6,7,8,3,1.2,0.0,3.0,2.0
Osmanlispor,Kayserispor,A,2.25,3.39,3.1,1.98,1.8,0,1,9,3,10,6,2.2,0.0,0.6,2.2
Sivasspor,Galatasaray,H,3.75,3.6,1.9,1.76,2.02,2,1,7,5,6,13,2.0,0.8,3.0,0.6
Trabzonspor,Goztep,D,1.6,4.2,5.0,1.66,2.16,0,0,11,5,6,7,2.6,1.8,1.6,1.4
Yeni Malatyaspor,Kasimpasa,D,2.2,3.25,3.29,2.01,1.78,1,1,5,6,6,8,1.4,1.0,1.8,0.8
Besiktas,Karabukspor,H,1.1,9.0,21.0,1.29,3.45,5,0,11,3,2,13,2.2,1.2,0.8,0.0
Genclerbirligi,Trabzonspor,D,2.7,3.25,2.6,2.01,1.77,0,0,7,4,8,4,1.4,1.2,2.2,1.8
Goztep,Osmanlispor,D,1.95,3.5,3.79,1.83,1.94,3,3,8,7,4,13,1.6,1.4,2.0,0.0
Akhisar Belediyespor,Bursaspor,H,2.29,3.29,3.1,1.82,1.95,1,0,4,10,6,6,0.6,0.2,1.0,1.0
Alanyaspor,Konyaspor,A,2.29,3.29,3.1,1.87,1.9,1,2,7,6,4,9,1.4,0.0,1.2,0.0
Buyuksehyr,Fenerbahce,A,1.85,3.5,4.2,1.88,1.89,0,2,17,3,5,3,3.0,1.6,2.6,1.8
Kayserispor,Sivasspor,D,2.14,3.39,3.29,2.04,1.75,1,1,3,6,3,10,0.6,2.6,2.0,0.8
Galatasaray,Antalyaspor,H,1.25,5.5,12.0,1.41,2.77,3,0,16,4,3,13,3.0,0.6,1.4,0.4
Konyaspor,Besiktas,D,5.0,4.0,1.61,1.61,2.25,1,1,6,7,6,6,1.2,0.6,2.6,1.2
Antalyaspor,Kayserispor,H,2.87,3.1,2.54,2.05,1.74,2,1,8,6,8,3,1.4,0.4,0.6,2.6
Fenerbahce,Alanyaspor,H,1.36,5.0,7.5,1.44,2.68,3,0,14,6,3,12,2.6,2.2,1.4,0.0
Sivasspor,Osmanlispor,H,2.04,3.25,3.75,1.91,1.87,3,2,7,5,7,15,2.0,0.4,2.0,0.2
Karabukspor,Akhisar Belediyespor,A,3.75,3.39,2.0,2.07,1.73,0,3,2,6,5,12,0.8,0.0,1.0,0.2
Kasimpasa,Galatasaray,H,4.75,3.5,1.75,1.49,2.53,2,1,8,8,6,13,1.8,1.0,3.0,0.6
Trabzonspor,Buyuksehyr,A,2.6,3.2,2.75,1.92,1.86,0,1,9,4,7,4,2.2,1.8,2.4,1.6
Genclerbirligi,Goztep,H,2.1,3.25,3.5,2.06,1.73,3,0,7,3,6,7,1.6,1.2,1.6,1.4
Akhisar Belediyespor,Konyaspor,H,2.25,3.2,3.29,1.99,1.8,3,0,2,7,5,8,1.0,0.8,1.4,0.6
Galatasaray,Bursaspor,H,1.25,5.5,12.0,1.38,2.9,5,0,14,3,6,7,3.0,0.6,0.6,0.8
Alanyaspor,Trabzonspor,A,2.79,3.39,2.45,1.62,2.24,1,2,7,6,8,4,1.4,0.0,1.6,1.8
Kayserispor,Kasimpasa,H,1.95,3.29,4.0,1.99,1.79,3,2,4,7,6,7,0.6,2.0,1.8,1.0
Besiktas,Fenerbahce,H,2.14,3.29,3.39,1.89,1.89,3,1,15,2,6,2,2.6,1.2,2.6,2.2
Goztep,Sivasspor,H,2.39,3.25,2.89,1.83,1.95,1,0,8,7,3,11,1.6,0.8,2.6,0.4
Osmanlispor,Antalyaspor,D,1.75,3.5,4.75,1.76,2.02,0,0,8,3,3,12,2.0,0.2,2.0,0.4
