HomeTeam,AwayTeam,FTR,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25
Reggiana,Frosinone,A,1,2,7.0,11.0,4.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,3.5,3.3,2.1,2.05,1.75
Ascoli,Cosenza,A,0,3,9.0,19.0,3.0,8.0,4.0,5.0,2.0,3.0,1.0,0.0,2.7,3.1,2.7,2.05,1.75
Cittadella,Vicenza,H,3,0,12.0,10.0,7.0,2.0,3.0,4.0,1.0,3.0,0.0,0.0,1.83,3.5,4.33,2.0,1.8
Empoli,Cremonese,H,1,0,15.0,17.0,3.0,3.0,3.0,7.0,0.0,2.0,0.0,0.0,2.0,3.4,3.75,1.75,2.05
Monza,Virtus Entella,H,5,0,24.0,4.0,12.0,1.0,7.0,3.0,1.0,3.0,0.0,0.0,1.53,3.8,6.5,1.95,1.85
Pisa,Pescara,D,0,0,14.0,4.0,5.0,1.0,9.0,3.0,2.0,3.0,0.0,0.0,2.15,3.4,3.3,2.0,1.8
Pordenone,Brescia,D,1,1,20.0,6.0,7.0,4.0,4.0,6.0,3.0,3.0,0.0,1.0,2.5,3.2,2.8,2.0,1.8
Salernitana,Lecce,D,1,1,5.0,23.0,1.0,7.0,2.0,9.0,4.0,2.0,0.0,0.0,3.75,3.6,1.95,1.65,2.2
Spal,Chievo,D,0,0,8.0,19.0,3.0,3.0,1.0,9.0,3.0,2.0,1.0,0.0,2.4,3.2,3.0,2.0,1.8
Virtus Entella,Pordenone,A,0,1,10.0,8.0,3.0,4.0,7.0,4.0,5.0,4.0,0.0,0.0,3.2,3.1,2.35,2.15,1.66
Frosinone,Salernitana,D,0,0,21.0,13.0,0.0,3.0,9.0,5.0,2.0,1.0,0.0,0.0,1.95,3.2,4.0,2.15,1.66
Brescia,Reggiana,H,3,1,9.0,18.0,4.0,3.0,0.0,2.0,5.0,3.0,0.0,0.0,1.8,3.75,4.2,1.72,2.07
Chievo,Empoli,D,1,1,6.0,16.0,2.0,6.0,4.0,6.0,3.0,0.0,1.0,0.0,2.25,3.0,3.4,2.0,1.8
Cremonese,Cosenza,H,1,0,11.0,21.0,4.0,3.0,2.0,7.0,2.0,1.0,0.0,0.0,1.75,3.6,4.6,1.95,1.85
Lecce,Pisa,A,0,3,17.0,9.0,3.0,7.0,9.0,5.0,1.0,1.0,0.0,0.0,1.53,4.2,5.75,1.57,2.35
Reggina,Cittadella,A,1,3,7.0,13.0,3.0,5.0,2.0,4.0,2.0,2.0,1.0,0.0,2.55,3.3,2.7,1.85,1.95
Vicenza,Ascoli,H,2,1,16.0,13.0,7.0,5.0,7.0,6.0,3.0,2.0,0.0,0.0,1.75,3.5,4.75,1.95,1.85
Pescara,Monza,H,3,2,18.0,17.0,3.0,5.0,7.0,6.0,3.0,4.0,0.0,1.0,4.0,3.5,1.9,1.95,1.85
Venezia,Spal,D,0,0,11.0,9.0,5.0,3.0,4.0,4.0,6.0,3.0,0.0,0.0,2.3,3.2,3.25,2.05,1.75
Salernitana,Virtus Entella,H,2,1,12.0,7.0,3.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0,1.83,3.2,4.75,2.07,1.72
Cittadella,Frosinone,H,1,0,20.0,8.0,7.0,2.0,8.0,2.0,3.0,1.0,0.0,0.0,2.25,3.0,3.4,2.25,1.61
Cosenza,Venezia,D,0,0,11.0,16.0,4.0,4.0,6.0,8.0,4.0,2.0,0.0,0.0,3.0,3.1,2.37,2.25,1.61
Monza,Ascoli,H,2,0,16.0,5.0,6.0,2.0,5.0,7.0,3.0,2.0,0.0,0.0,1.36,4.2,8.0,1.72,2.07
Pescara,Brescia,D,1,1,16.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,0.0,0.0,2.9,3.1,2.45,1.95,1.85
Pisa,Chievo,D,2,2,8.0,22.0,3.0,3.0,2.0,12.0,3.0,2.0,1.0,0.0,3.5,3.1,2.15,2.1,1.7
Pordenone,Cremonese,A,1,2,20.0,15.0,3.0,4.0,5.0,5.0,3.0,2.0,0.0,0.0,2.2,3.1,3.4,2.1,1.7
Spal,Lecce,H,1,0,14.0,18.0,5.0,5.0,8.0,4.0,2.0,2.0,0.0,0.0,2.9,3.2,2.45,1.7,2.1
Vicenza,Reggina,D,1,1,8.0,9.0,2.0,2.0,8.0,8.0,5.0,3.0,1.0,0.0,2.1,3.0,3.8,2.1,1.7
Empoli,Reggiana,D,0,0,19.0,5.0,6.0,0.0,9.0,2.0,2.0,3.0,1.0,0.0,1.57,3.75,6.0,1.65,2.2
Reggiana,Reggina,A,0,1,7.0,19.0,3.0,6.0,4.0,8.0,0.0,2.0,0.0,1.0,2.5,3.1,2.9,2.0,1.8
Ascoli,Spal,H,2,0,12.0,26.0,5.0,8.0,2.0,11.0,3.0,3.0,0.0,0.0,3.8,3.4,1.9,1.85,1.95
Cosenza,Pisa,D,1,1,13.0,24.0,3.0,8.0,5.0,7.0,2.0,1.0,0.0,0.0,1.9,3.3,4.0,1.95,1.9
Frosinone,Pordenone,D,1,1,15.0,13.0,5.0,5.0,4.0,6.0,2.0,1.0,0.0,0.0,2.1,3.1,3.8,2.1,1.7
Lecce,Vicenza,H,2,1,20.0,11.0,7.0,2.0,7.0,2.0,1.0,1.0,0.0,0.0,1.65,3.75,5.0,1.57,2.35
Venezia,Salernitana,A,1,2,23.0,5.0,8.0,3.0,8.0,2.0,1.0,2.0,0.0,0.0,2.0,3.1,4.0,2.1,1.7
Virtus Entella,Pescara,H,3,0,11.0,12.0,7.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,2.62,2.9,2.87,2.15,1.66
Brescia,Empoli,A,1,3,6.0,24.0,1.0,10.0,2.0,10.0,2.0,4.0,0.0,0.0,2.5,3.1,2.9,1.85,2.0
Cremonese,Monza,A,0,2,13.0,9.0,3.0,5.0,3.0,4.0,1.0,3.0,0.0,0.0,3.8,2.9,2.2,2.02,1.83
Cittadella,Lecce,D,2,2,19.0,16.0,8.0,8.0,5.0,3.0,1.0,3.0,0.0,0.0,2.5,3.25,2.8,1.7,2.1
Pescara,Cosenza,D,0,0,24.0,8.0,3.0,2.0,5.0,6.0,2.0,5.0,0.0,1.0,2.45,3.2,2.9,2.1,1.7
Pordenone,Reggiana,H,3,0,15.0,8.0,7.0,4.0,3.0,0.0,3.0,1.0,0.0,1.0,1.85,3.4,4.33,1.9,1.9
Reggina,Cremonese,H,1,0,5.0,8.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,1.0,2.4,3.25,2.9,2.15,1.66
Monza,Salernitana,H,3,0,26.0,10.0,10.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,1.7,3.5,5.25,2.05,1.75
Empoli,Ascoli,D,1,1,19.0,14.0,5.0,5.0,4.0,2.0,1.0,4.0,0.0,0.0,1.44,4.0,8.5,1.7,2.1
Spal,Brescia,A,2,3,13.0,14.0,6.0,8.0,5.0,5.0,2.0,1.0,0.0,0.0,2.0,3.3,3.75,2.05,1.75
Vicenza,Virtus Entella,A,0,1,17.0,7.0,4.0,3.0,9.0,2.0,4.0,4.0,0.0,0.0,1.85,3.5,4.2,2.0,1.8
Chievo,Venezia,D,1,1,16.0,11.0,3.0,5.0,9.0,2.0,1.0,3.0,0.0,0.0,2.05,3.0,4.1,2.2,1.65
Cosenza,Empoli,A,0,2,12.0,16.0,1.0,7.0,6.0,5.0,3.0,2.0,0.0,0.0,3.6,3.1,2.15,2.07,1.72
Venezia,Pisa,D,1,1,19.0,12.0,11.0,4.0,11.0,2.0,3.0,4.0,0.0,0.0,1.95,3.4,3.8,2.07,1.72
Lecce,Monza,D,0,0,15.0,12.0,2.0,2.0,3.0,4.0,3.0,1.0,0.0,1.0,2.37,3.25,3.0,1.8,2.0
Ascoli,Reggina,H,2,1,6.0,12.0,3.0,5.0,4.0,5.0,3.0,1.0,0.0,0.0,3.1,2.9,2.5,2.25,1.61
Cremonese,Chievo,A,0,2,9.0,7.0,3.0,3.0,3.0,6.0,3.0,2.0,0.0,0.0,3.0,3.0,2.5,2.15,1.66
Frosinone,Spal,A,1,2,17.0,12.0,5.0,4.0,5.0,6.0,1.0,1.0,0.0,0.0,3.25,3.0,2.37,2.15,1.66
Reggiana,Pescara,A,0,1,15.0,8.0,2.0,4.0,4.0,2.0,2.0,5.0,0.0,2.0,2.3,3.2,3.2,2.07,1.72
Salernitana,Pordenone,A,0,2,13.0,15.0,3.0,6.0,2.0,3.0,6.0,4.0,2.0,0.0,2.45,3.2,2.87,2.05,1.75
Virtus Entella,Cittadella,H,1,0,2.0,13.0,1.0,2.0,3.0,11.0,4.0,2.0,0.0,0.0,3.6,3.1,2.15,2.05,1.75
Brescia,Vicenza,A,0,3,13.0,12.0,3.0,6.0,4.0,3.0,1.0,3.0,0.0,0.0,2.15,3.2,3.5,2.07,1.72
Reggiana,Cittadella,A,0,2,8.0,15.0,4.0,6.0,2.0,7.0,3.0,4.0,1.0,0.0,4.0,3.4,1.9,1.95,1.85
Chievo,Virtus Entella,H,2,1,21.0,4.0,6.0,3.0,4.0,3.0,0.0,2.0,0.0,0.0,1.61,3.4,6.5,2.1,1.7
Vicenza,Frosinone,D,0,0,11.0,6.0,3.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,2.37,3.0,3.25,2.15,1.66
Cittadella,Ascoli,H,1,0,18.0,11.0,8.0,6.0,6.0,7.0,2.0,0.0,0.0,0.0,1.5,4.2,7.0,1.8,2.0
Monza,Cosenza,D,2,2,19.0,11.0,5.0,3.0,7.0,6.0,1.0,2.0,0.0,1.0,1.36,4.2,9.5,1.85,1.95
Pisa,Brescia,H,1,0,15.0,7.0,4.0,1.0,7.0,3.0,2.0,1.0,0.0,0.0,2.5,2.9,3.1,2.0,1.8
Pordenone,Venezia,H,2,0,11.0,17.0,3.0,5.0,1.0,12.0,1.0,2.0,0.0,0.0,2.5,3.0,3.0,2.3,1.6
Reggina,Lecce,A,0,1,22.0,9.0,6.0,1.0,6.0,2.0,1.0,6.0,0.0,1.0,3.5,3.3,2.1,1.85,1.95
Pescara,Cremonese,A,0,2,12.0,14.0,4.0,4.0,5.0,2.0,1.0,1.0,0.0,0.0,2.37,2.9,3.3,2.35,1.57
Empoli,Salernitana,H,5,0,26.0,18.0,11.0,5.0,3.0,9.0,2.0,3.0,0.0,0.0,1.66,3.5,5.5,2.0,1.8
Spal,Reggiana,H,2,0,19.0,5.0,7.0,2.0,12.0,0.0,1.0,3.0,0.0,0.0,1.5,4.0,6.5,1.8,2.0
Vicenza,Chievo,D,1,1,13.0,12.0,4.0,2.0,2.0,6.0,4.0,1.0,0.0,0.0,3.5,3.2,2.15,2.1,1.7
Virtus Entella,Pisa,H,2,1,13.0,15.0,3.0,5.0,3.0,11.0,3.0,1.0,0.0,0.0,3.1,3.1,2.37,2.05,1.75
Ascoli,Chievo,D,0,0,8.0,7.0,2.0,2.0,4.0,7.0,3.0,3.0,0.0,0.0,4.75,3.2,1.85,2.2,1.65
Cosenza,Pordenone,D,0,0,8.0,18.0,4.0,4.0,2.0,11.0,0.0,5.0,1.0,1.0,3.3,2.8,2.45,2.25,1.61
Frosinone,Reggina,D,1,1,24.0,7.0,7.0,4.0,8.0,4.0,3.0,4.0,0.0,0.0,2.2,2.8,4.0,2.35,1.57
Reggiana,Vicenza,H,2,1,5.0,12.0,2.0,4.0,2.0,6.0,5.0,3.0,0.0,0.0,3.0,3.2,2.37,2.05,1.75
Venezia,Cittadella,H,1,0,14.0,14.0,3.0,1.0,3.0,7.0,1.0,2.0,0.0,0.0,2.9,2.87,2.7,2.25,1.61
Salernitana,Pescara,H,2,0,12.0,16.0,5.0,3.0,4.0,6.0,4.0,2.0,0.0,0.0,2.05,3.2,3.75,2.15,1.66
Lecce,Empoli,D,2,2,8.0,14.0,3.0,7.0,2.0,9.0,3.0,3.0,0.0,0.0,2.05,3.4,3.5,1.7,2.1
Cremonese,Spal,D,1,1,26.0,8.0,8.0,1.0,11.0,3.0,3.0,1.0,0.0,0.0,3.4,2.9,2.3,2.25,1.61
Brescia,Monza,A,0,1,11.0,11.0,3.0,4.0,5.0,6.0,5.0,2.0,0.0,0.0,3.75,3.2,2.05,1.95,1.85
Chievo,Cittadella,H,2,1,10.0,14.0,6.0,4.0,3.0,3.0,1.0,5.0,0.0,0.0,2.4,3.0,3.2,2.15,1.66
Vicenza,Venezia,D,0,0,13.0,17.0,1.0,1.0,7.0,6.0,3.0,1.0,1.0,0.0,3.25,2.9,2.4,2.3,1.6
Ascoli,Brescia,H,2,1,25.0,6.0,6.0,2.0,4.0,1.0,4.0,4.0,0.0,0.0,2.9,3.2,2.45,1.98,1.88
Empoli,Frosinone,H,3,1,10.0,21.0,5.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,1.66,3.5,5.5,1.95,1.9
Pordenone,Lecce,D,1,1,16.0,13.0,4.0,1.0,6.0,4.0,5.0,4.0,0.0,0.0,3.0,3.2,2.4,1.93,1.93
Virtus Entella,Cosenza,A,1,2,9.0,11.0,5.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,2.6,3.0,2.87,2.2,1.65
Pisa,Reggiana,H,1,0,17.0,14.0,3.0,4.0,8.0,5.0,3.0,3.0,0.0,0.0,1.85,3.6,4.0,1.93,1.93
Chievo,Pescara,H,3,1,10.0,13.0,4.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,1.55,3.75,6.5,2.05,1.75
Spal,Monza,D,1,1,10.0,8.0,3.0,3.0,3.0,5.0,5.0,4.0,0.0,0.0,3.0,3.0,2.5,2.1,1.7
Cittadella,Cremonese,D,1,1,9.0,19.0,5.0,5.0,7.0,9.0,2.0,4.0,1.0,0.0,1.85,3.25,4.5,2.15,1.66
Reggina,Salernitana,D,0,0,12.0,9.0,5.0,2.0,4.0,2.0,3.0,5.0,0.0,0.0,2.15,3.1,3.6,2.1,1.7
Pisa,Frosinone,D,0,0,18.0,9.0,5.0,1.0,6.0,3.0,0.0,3.0,0.0,0.0,2.75,3.0,2.75,2.07,1.72
Lecce,Ascoli,A,1,2,14.0,13.0,3.0,5.0,10.0,5.0,4.0,6.0,0.0,0.0,1.6,3.9,5.5,1.65,2.2
Brescia,Cittadella,D,3,3,19.0,23.0,7.0,6.0,5.0,7.0,4.0,1.0,1.0,0.0,3.4,3.1,2.25,2.0,1.8
Cosenza,Spal,D,1,1,14.0,15.0,6.0,6.0,3.0,8.0,1.0,2.0,0.0,0.0,3.25,2.8,2.5,2.1,1.7
Cremonese,Pisa,H,2,1,11.0,12.0,7.0,3.0,4.0,3.0,2.0,2.0,0.0,0.0,2.25,3.2,3.3,2.2,1.65
Frosinone,Venezia,A,1,2,8.0,11.0,2.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,2.5,2.8,3.2,2.35,1.57
Pescara,Reggina,A,0,2,6.0,15.0,2.0,5.0,2.0,5.0,4.0,4.0,0.0,0.0,2.8,3.0,2.7,2.15,1.66
Salernitana,Chievo,D,1,1,12.0,15.0,5.0,5.0,5.0,8.0,2.0,1.0,0.0,0.0,3.75,3.1,2.05,2.15,1.66
Monza,Empoli,D,1,1,23.0,11.0,5.0,2.0,11.0,5.0,1.0,3.0,0.0,1.0,2.2,3.2,3.4,2.05,1.75
Pordenone,Vicenza,A,1,2,12.0,16.0,6.0,7.0,6.0,5.0,2.0,4.0,0.0,0.0,2.0,3.4,3.75,2.1,1.7
Reggiana,Virtus Entella,H,2,1,13.0,15.0,5.0,3.0,4.0,5.0,3.0,2.0,0.0,0.0,2.5,2.8,3.25,2.15,1.66
Cittadella,Cosenza,D,1,1,15.0,12.0,5.0,3.0,6.0,5.0,6.0,4.0,0.0,0.0,1.66,3.8,5.0,1.9,1.95
Empoli,Pescara,D,2,2,23.0,9.0,6.0,6.0,9.0,3.0,1.0,3.0,0.0,0.0,1.53,4.2,5.75,1.75,2.05
Lecce,Brescia,D,2,2,12.0,9.0,5.0,3.0,6.0,3.0,1.0,1.0,0.0,0.0,1.7,3.8,4.75,1.61,2.25
Pisa,Salernitana,D,2,2,15.0,12.0,7.0,6.0,6.0,1.0,3.0,3.0,0.0,0.0,2.2,3.1,3.5,2.05,1.75
Spal,Pordenone,A,1,3,9.0,14.0,1.0,6.0,7.0,3.0,3.0,2.0,0.0,0.0,2.0,3.1,4.0,2.1,1.7
Venezia,Cremonese,H,3,1,7.0,21.0,3.0,4.0,3.0,9.0,3.0,3.0,0.0,0.0,2.2,2.8,3.8,2.25,1.61
Vicenza,Monza,A,1,2,13.0,14.0,3.0,5.0,2.0,6.0,5.0,1.0,0.0,0.0,4.2,3.25,1.9,2.1,1.7
Ascoli,Frosinone,D,1,1,15.0,5.0,4.0,1.0,4.0,5.0,2.0,3.0,1.0,1.0,2.9,3.0,2.55,2.25,1.61
Chievo,Reggiana,H,1,0,16.0,9.0,7.0,3.0,7.0,11.0,1.0,1.0,0.0,0.0,1.44,4.33,7.0,1.75,2.05
Monza,Pisa,A,0,2,15.0,14.0,4.0,5.0,5.0,3.0,3.0,3.0,0.0,0.0,1.6,3.75,5.75,1.85,1.95
Salernitana,Vicenza,D,1,1,8.0,16.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,2.5,3.0,3.0,2.05,1.75
Cremonese,Lecce,A,1,2,14.0,13.0,5.0,3.0,3.0,2.0,2.0,3.0,1.0,0.0,2.6,3.1,2.8,1.85,1.95
Pescara,Venezia,A,0,2,9.0,12.0,3.0,5.0,4.0,12.0,3.0,2.0,0.0,0.0,3.2,3.2,2.3,2.25,1.61
Pordenone,Cittadella,A,0,1,11.0,15.0,3.0,3.0,6.0,7.0,1.0,1.0,0.0,0.0,2.45,3.0,3.0,2.1,1.7
Spal,Empoli,D,1,1,10.0,15.0,3.0,3.0,3.0,6.0,2.0,1.0,0.0,0.0,2.75,3.0,2.75,2.05,1.75
Virtus Entella,Frosinone,A,2,3,14.0,10.0,5.0,4.0,5.0,3.0,4.0,3.0,0.0,0.0,3.1,2.9,2.5,2.25,1.61
Reggiana,Ascoli,H,1,0,6.0,20.0,2.0,9.0,4.0,9.0,5.0,3.0,0.0,1.0,2.5,3.0,3.0,2.15,1.66
Brescia,Chievo,H,1,0,10.0,22.0,3.0,3.0,3.0,12.0,1.0,2.0,0.0,0.0,3.1,3.25,2.3,1.95,1.85
Cosenza,Reggina,D,2,2,20.0,13.0,8.0,5.0,12.0,4.0,4.0,4.0,0.0,0.0,2.62,3.1,2.75,2.3,1.6
Frosinone,Pescara,D,0,0,13.0,6.0,1.0,2.0,4.0,1.0,2.0,3.0,0.0,0.0,1.9,3.2,4.33,2.3,1.6
Ascoli,Salernitana,A,0,2,16.0,12.0,4.0,4.0,6.0,3.0,1.0,3.0,0.0,0.0,2.3,3.1,3.25,2.1,1.7
Brescia,Cremonese,A,1,2,7.0,17.0,2.0,6.0,2.0,8.0,0.0,3.0,0.0,0.0,2.4,3.1,3.0,2.05,1.75
Cittadella,Reggiana,A,0,3,15.0,13.0,4.0,6.0,10.0,3.0,3.0,1.0,0.0,0.0,1.55,3.75,6.5,1.95,1.85
Venezia,Virtus Entella,H,3,2,19.0,11.0,6.0,4.0,2.0,1.0,5.0,3.0,0.0,1.0,1.7,3.4,6.0,2.1,1.7
Vicenza,Spal,D,2,2,15.0,11.0,6.0,6.0,5.0,6.0,5.0,3.0,0.0,0.0,2.9,3.1,2.5,2.1,1.7
Chievo,Monza,A,0,1,6.0,5.0,1.0,2.0,7.0,3.0,2.0,3.0,1.0,0.0,2.75,2.9,2.8,2.15,1.66
Pisa,Empoli,D,1,1,15.0,19.0,4.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,3.2,3.25,2.25,1.85,1.95
Reggina,Pordenone,H,1,0,8.0,11.0,1.0,1.0,2.0,5.0,2.0,2.0,0.0,0.0,2.37,2.9,3.3,2.3,1.6
Lecce,Cosenza,H,3,1,15.0,5.0,5.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0,1.72,3.4,5.25,1.85,1.95
Reggiana,Salernitana,D,0,0,8.0,13.0,3.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,2.9,3.0,2.6,2.25,1.61
Empoli,Venezia,D,1,1,15.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0,0.0,0.0,2.1,3.2,3.6,1.95,1.85
Cosenza,Chievo,H,1,0,6.0,19.0,1.0,8.0,1.0,5.0,2.0,0.0,0.0,0.0,3.5,3.0,2.25,2.25,1.61
Cremonese,Frosinone,H,4,0,8.0,11.0,5.0,5.0,3.0,7.0,5.0,5.0,2.0,0.0,2.3,3.0,3.3,2.3,1.6
Pescara,Lecce,D,1,1,9.0,9.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,3.9,3.4,1.95,2.0,1.8
Pisa,Vicenza,D,2,2,8.0,15.0,2.0,8.0,0.0,7.0,5.0,1.0,0.0,0.0,2.37,3.2,3.0,2.1,1.7
Pordenone,Ascoli,D,1,1,7.0,10.0,1.0,5.0,4.0,5.0,3.0,1.0,0.0,0.0,2.05,3.0,4.2,2.25,1.61
Spal,Reggina,A,1,4,11.0,17.0,3.0,10.0,4.0,6.0,3.0,4.0,1.0,0.0,2.1,3.0,3.9,2.25,1.61
Monza,Cittadella,D,0,0,8.0,10.0,1.0,2.0,8.0,9.0,2.0,4.0,0.0,0.0,1.8,3.25,5.0,2.2,1.65
Virtus Entella,Brescia,D,1,1,14.0,8.0,6.0,3.0,9.0,3.0,1.0,1.0,0.0,0.0,2.75,3.0,2.75,1.95,1.85
Venezia,Reggiana,H,2,1,15.0,11.0,6.0,4.0,8.0,4.0,3.0,2.0,0.0,0.0,1.65,3.5,5.25,2.15,1.66
Frosinone,Monza,D,2,2,18.0,12.0,9.0,4.0,5.0,2.0,4.0,3.0,0.0,0.0,3.3,3.0,2.3,2.3,1.6
Ascoli,Pisa,A,0,2,7.0,12.0,1.0,4.0,9.0,3.0,5.0,1.0,0.0,0.0,2.6,3.0,2.9,2.15,1.66
Brescia,Cosenza,H,2,0,19.0,10.0,5.0,4.0,8.0,5.0,2.0,2.0,0.0,1.0,2.15,3.25,3.5,2.0,1.8
Chievo,Pordenone,H,3,0,6.0,13.0,3.0,3.0,4.0,7.0,2.0,2.0,0.0,0.0,1.9,3.2,4.5,2.35,1.57
Cittadella,Pescara,A,0,1,7.0,7.0,3.0,1.0,5.0,0.0,3.0,3.0,0.0,0.0,1.75,3.6,4.75,2.05,1.75
Lecce,Virtus Entella,D,0,0,20.0,7.0,7.0,0.0,9.0,2.0,3.0,4.0,0.0,0.0,1.55,4.0,5.75,1.8,2.0
Reggina,Empoli,A,0,3,13.0,19.0,2.0,7.0,2.0,5.0,0.0,3.0,0.0,0.0,3.1,3.0,2.45,2.15,1.66
Salernitana,Spal,D,0,0,13.0,8.0,4.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,2.87,3.1,2.5,2.25,1.61
Vicenza,Cremonese,H,3,1,17.0,16.0,7.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0,2.75,3.0,2.75,2.1,1.7
Cosenza,Frosinone,A,1,2,9.0,19.0,2.0,11.0,10.0,10.0,5.0,2.0,0.0,0.0,3.0,2.9,2.55,2.4,1.53
Cremonese,Salernitana,A,0,1,14.0,7.0,3.0,3.0,4.0,1.0,2.0,1.0,0.0,0.0,2.2,3.3,3.2,2.0,1.8
Pescara,Spal,A,0,1,17.0,8.0,1.0,4.0,11.0,4.0,4.0,3.0,1.0,0.0,3.1,3.1,2.37,2.15,1.66
Pisa,Reggina,D,0,0,17.0,11.0,2.0,3.0,4.0,6.0,1.0,0.0,0.0,0.0,2.5,3.0,3.0,2.15,1.66
Virtus Entella,Ascoli,D,0,0,9.0,21.0,4.0,7.0,2.0,7.0,3.0,4.0,0.0,2.0,2.6,3.0,2.8,2.15,1.66
Venezia,Brescia,A,0,1,18.0,13.0,9.0,4.0,9.0,4.0,2.0,4.0,1.0,0.0,1.85,3.4,4.2,1.9,1.9
Monza,Pordenone,H,2,0,16.0,17.0,6.0,0.0,4.0,4.0,3.0,2.0,1.0,0.0,1.66,3.6,5.5,2.1,1.7
Empoli,Cittadella,D,1,1,15.0,26.0,3.0,11.0,7.0,6.0,1.0,2.0,0.0,0.0,1.83,3.6,4.2,2.05,1.75
Reggiana,Lecce,A,0,4,5.0,20.0,0.0,8.0,1.0,4.0,5.0,1.0,1.0,0.0,3.0,3.3,2.35,2.0,1.8
Chievo,Vicenza,A,1,2,14.0,3.0,3.0,3.0,5.0,4.0,2.0,4.0,0.0,0.0,1.8,3.4,4.75,2.1,1.7
Cittadella,Pisa,H,2,0,11.0,17.0,3.0,1.0,8.0,4.0,5.0,3.0,1.0,0.0,1.85,3.1,5.0,2.05,1.75
Spal,Virtus Entella,D,0,0,22.0,6.0,3.0,1.0,10.0,3.0,0.0,1.0,0.0,0.0,1.75,3.2,5.25,2.2,1.65
Ascoli,Venezia,D,1,1,17.0,24.0,4.0,11.0,7.0,14.0,5.0,1.0,1.0,0.0,3.4,3.0,2.3,2.2,1.65
Cremonese,Reggiana,H,3,0,21.0,12.0,9.0,3.0,5.0,9.0,1.0,3.0,0.0,1.0,1.8,3.5,4.5,2.0,1.8
Frosinone,Brescia,A,0,1,13.0,11.0,1.0,5.0,7.0,2.0,4.0,4.0,0.0,0.0,2.15,2.87,4.0,2.15,1.66
Lecce,Chievo,H,4,2,11.0,10.0,4.0,4.0,2.0,4.0,5.0,3.0,0.0,0.0,2.3,3.1,3.2,2.07,1.72
Pordenone,Pescara,D,0,0,12.0,15.0,1.0,7.0,12.0,3.0,4.0,2.0,0.0,0.0,2.0,3.0,4.2,2.15,1.66
Reggina,Monza,H,1,0,12.0,6.0,6.0,2.0,7.0,6.0,3.0,4.0,0.0,0.0,3.4,3.0,2.25,2.4,1.53
Salernitana,Cosenza,D,0,0,15.0,5.0,5.0,2.0,3.0,3.0,1.0,4.0,0.0,1.0,2.05,2.9,4.2,2.25,1.61
Vicenza,Empoli,A,0,2,10.0,17.0,2.0,8.0,4.0,9.0,3.0,2.0,0.0,0.0,3.4,3.2,2.2,2.1,1.7
Pisa,Spal,H,3,0,22.0,6.0,7.0,2.0,5.0,6.0,3.0,2.0,0.0,0.0,2.75,3.1,2.62,2.2,1.65
Virtus Entella,Cremonese,A,0,2,11.0,15.0,2.0,5.0,9.0,6.0,3.0,2.0,0.0,0.0,4.0,3.3,1.95,2.07,1.72
Cosenza,Vicenza,D,1,1,10.0,12.0,3.0,6.0,4.0,4.0,2.0,4.0,0.0,1.0,3.0,2.9,2.6,2.3,1.6
Venezia,Lecce,A,2,3,15.0,5.0,3.0,3.0,6.0,5.0,2.0,6.0,0.0,0.0,2.8,3.0,2.7,2.05,1.75
Brescia,Reggina,H,1,0,13.0,9.0,5.0,3.0,9.0,4.0,0.0,3.0,0.0,0.0,2.5,3.0,3.0,2.05,1.75
Chievo,Frosinone,D,0,0,5.0,12.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,2.25,2.9,3.6,2.4,1.53
Cittadella,Salernitana,D,0,0,14.0,12.0,4.0,2.0,6.0,4.0,2.0,3.0,0.0,0.0,1.95,3.25,4.1,2.15,1.66
Empoli,Pordenone,H,1,0,26.0,1.0,3.0,0.0,13.0,0.0,4.0,3.0,0.0,1.0,1.45,4.0,7.5,2.05,1.75
Monza,Reggiana,H,2,0,16.0,5.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.44,4.0,8.0,1.95,1.85
Pescara,Ascoli,A,2,3,9.0,18.0,3.0,8.0,3.0,5.0,2.0,4.0,1.0,0.0,2.45,3.0,3.1,2.4,1.53
