HomeTeam,AwayTeam,FTR,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25
Lecce,Foggia,H,1,0,14.0,5.0,6.0,1.0,6.0,3.0,2.0,5.0,0.0,1.0,1.85,3.3,4.5,1.82,1.97
Spezia,Padova,A,0,2,17.0,9.0,5.0,3.0,11.0,2.0,2.0,3.0,0.0,0.0,1.72,3.4,5.25,2.17,1.67
Ascoli,Livorno,D,1,1,15.0,8.0,4.0,2.0,11.0,3.0,4.0,4.0,0.0,0.0,2.1,3.1,3.75,2.24,1.62
Cremonese,Benevento,H,1,0,7.0,10.0,2.0,0.0,1.0,3.0,5.0,1.0,1.0,0.0,3.25,2.87,2.45,2.32,1.58
Salernitana,Crotone,A,0,2,6.0,4.0,3.0,4.0,11.0,1.0,1.0,2.0,0.0,0.0,2.5,3.0,3.0,2.26,1.62
Venezia,Palermo,D,1,1,6.0,6.0,2.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,3.1,2.45,2.27,1.61
Pescara,Cosenza,D,1,1,6.0,8.0,3.0,2.0,1.0,5.0,4.0,1.0,0.0,0.0,2.37,3.0,3.3,2.18,1.66
Benevento,Spezia,A,2,3,18.0,9.0,9.0,3.0,10.0,5.0,4.0,4.0,1.0,0.0,2.0,3.2,4.0,2.14,1.68
Foggia,Cittadella,D,1,1,14.0,17.0,5.0,6.0,5.0,8.0,3.0,2.0,0.0,0.0,2.62,3.1,2.75,2.03,1.76
Livorno,Salernitana,H,1,0,12.0,24.0,3.0,5.0,8.0,5.0,4.0,2.0,0.0,0.0,2.15,3.1,3.6,2.21,1.64
Padova,Perugia,A,0,1,15.0,11.0,1.0,4.0,7.0,1.0,2.0,5.0,0.0,0.0,2.62,3.0,2.87,2.27,1.6
Verona,Ascoli,D,1,1,7.0,7.0,2.0,4.0,8.0,3.0,3.0,3.0,1.0,0.0,1.8,3.4,4.75,2.04,1.75
Crotone,Lecce,D,2,2,8.0,12.0,5.0,5.0,9.0,2.0,1.0,2.0,0.0,0.0,2.45,3.1,3.0,2.06,1.74
Palermo,Carpi,H,4,1,20.0,6.0,12.0,2.0,7.0,1.0,2.0,6.0,0.0,2.0,1.36,4.75,9.0,1.81,1.97
Venezia,Cremonese,D,1,1,6.0,10.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.6,3.0,2.9,2.43,1.53
Lecce,Ascoli,H,7,0,16.0,7.0,9.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,1.8,3.2,4.5,2.03,1.74
Cremonese,Verona,D,1,1,5.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,0.0,0.0,2.4,3.0,3.2,2.51,1.5
Ascoli,Benevento,D,2,2,6.0,7.0,2.0,3.0,3.0,3.0,7.0,6.0,0.0,2.0,2.9,3.1,2.5,2.34,1.57
Brescia,Foggia,H,2,1,20.0,18.0,5.0,5.0,5.0,5.0,3.0,3.0,0.0,0.0,1.66,3.6,5.25,1.79,2.0
Carpi,Crotone,A,1,2,14.0,8.0,7.0,3.0,9.0,5.0,1.0,1.0,1.0,0.0,3.1,3.0,2.45,2.29,1.59
Cittadella,Padova,D,1,1,13.0,8.0,3.0,4.0,9.0,3.0,2.0,4.0,0.0,1.0,1.75,3.25,5.5,2.12,1.7
Cosenza,Palermo,D,1,1,12.0,6.0,4.0,2.0,3.0,1.0,2.0,7.0,0.0,1.0,2.6,3.1,2.8,2.45,1.52
Perugia,Livorno,H,3,1,16.0,9.0,9.0,2.0,5.0,4.0,3.0,2.0,0.0,0.0,2.05,3.2,3.8,2.16,1.67
Salernitana,Venezia,D,1,1,22.0,6.0,8.0,2.0,6.0,1.0,3.0,2.0,0.0,0.0,2.15,3.0,3.8,2.37,1.56
Lecce,Pescara,H,2,0,13.0,4.0,6.0,2.0,6.0,3.0,1.0,2.0,0.0,1.0,1.9,3.1,4.5,1.87,1.9
Benevento,Carpi,H,3,1,13.0,10.0,3.0,2.0,5.0,5.0,1.0,1.0,0.0,0.0,1.5,3.8,7.5,2.04,1.76
Crotone,Perugia,H,2,0,5.0,8.0,3.0,2.0,6.0,5.0,2.0,1.0,0.0,0.0,2.45,3.0,3.1,2.13,1.69
Livorno,Cremonese,A,1,3,14.0,14.0,7.0,8.0,7.0,4.0,3.0,4.0,0.0,0.0,2.3,2.9,3.5,2.5,1.5
Padova,Ascoli,A,1,2,18.0,9.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.1,3.1,3.8,2.24,1.62
Spezia,Salernitana,H,2,1,15.0,6.0,3.0,1.0,1.0,6.0,1.0,2.0,0.0,0.0,1.7,3.5,5.25,2.02,1.77
Venezia,Cittadella,D,1,1,3.0,12.0,1.0,3.0,6.0,6.0,1.0,1.0,0.0,0.0,2.9,3.0,2.6,2.33,1.57
Verona,Brescia,D,2,2,17.0,13.0,5.0,8.0,5.0,6.0,2.0,3.0,0.0,0.0,2.37,3.0,3.25,1.91,1.87
Lecce,Cosenza,H,3,1,13.0,12.0,6.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,1.85,3.3,4.5,2.14,1.68
Pescara,Palermo,H,3,2,10.0,13.0,5.0,10.0,4.0,11.0,3.0,2.0,0.0,0.0,2.62,3.0,2.87,2.08,1.72
Brescia,Venezia,H,2,0,10.0,9.0,3.0,1.0,6.0,11.0,2.0,3.0,0.0,0.0,1.5,3.8,7.5,1.87,1.91
Carpi,Padova,H,2,1,13.0,14.0,3.0,8.0,4.0,8.0,2.0,3.0,0.0,0.0,2.75,3.0,2.75,2.37,1.56
Cittadella,Livorno,H,4,0,16.0,5.0,7.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,1.75,3.4,5.0,2.14,1.69
Foggia,Spezia,H,1,0,18.0,6.0,5.0,2.0,8.0,5.0,2.0,4.0,0.0,0.0,2.3,3.1,3.2,1.99,1.79
Perugia,Benevento,A,2,4,14.0,15.0,5.0,6.0,3.0,8.0,1.0,4.0,0.0,0.0,2.37,2.87,3.4,2.16,1.68
Ascoli,Pescara,H,2,1,15.0,8.0,3.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,2.87,3.1,2.55,2.05,1.74
Cosenza,Crotone,H,1,0,11.0,3.0,5.0,1.0,5.0,7.0,2.0,3.0,1.0,1.0,2.2,3.0,3.6,2.52,1.49
Cremonese,Lecce,H,2,0,11.0,8.0,5.0,1.0,5.0,6.0,2.0,2.0,0.0,1.0,2.87,3.0,2.62,2.31,1.58
Palermo,Verona,H,1,0,20.0,6.0,6.0,2.0,5.0,4.0,3.0,4.0,1.0,0.0,1.95,3.2,4.2,2.14,1.68
Pescara,Perugia,D,1,1,15.0,7.0,3.0,2.0,5.0,6.0,4.0,2.0,0.0,1.0,2.62,3.3,2.62,1.97,1.81
Crotone,Cremonese,D,0,0,9.0,8.0,2.0,4.0,6.0,5.0,2.0,3.0,0.0,0.0,2.2,3.0,3.6,2.38,1.55
Lecce,Carpi,H,4,1,26.0,9.0,11.0,4.0,7.0,4.0,3.0,2.0,1.0,0.0,1.44,4.2,7.5,1.83,1.95
Salernitana,Cittadella,H,4,2,15.0,10.0,7.0,6.0,8.0,6.0,3.0,2.0,0.0,0.0,2.9,3.1,2.5,2.14,1.68
Venezia,Foggia,H,1,0,7.0,22.0,1.0,8.0,2.0,8.0,3.0,2.0,0.0,0.0,2.5,3.0,3.0,2.07,1.73
Benevento,Palermo,A,1,2,17.0,16.0,8.0,6.0,8.0,4.0,2.0,5.0,0.0,0.0,2.1,3.1,3.75,2.01,1.77
Padova,Cosenza,D,0,0,15.0,16.0,4.0,5.0,3.0,7.0,2.0,1.0,0.0,0.0,2.37,3.0,3.25,2.47,1.51
Spezia,Ascoli,H,3,2,19.0,9.0,9.0,5.0,4.0,2.0,2.0,2.0,0.0,2.0,1.72,3.3,5.5,2.02,1.77
Livorno,Brescia,A,0,1,12.0,9.0,3.0,4.0,6.0,2.0,2.0,4.0,0.0,0.0,3.6,3.2,2.1,1.92,1.85
Ascoli,Venezia,H,1,0,12.0,14.0,5.0,4.0,3.0,3.0,2.0,3.0,0.0,0.0,2.0,2.9,4.5,2.22,1.62
Brescia,Salernitana,H,3,0,12.0,15.0,3.0,6.0,5.0,8.0,2.0,1.0,0.0,0.0,1.45,4.2,7.5,1.74,2.05
Carpi,Pescara,D,0,0,16.0,10.0,6.0,4.0,5.0,6.0,2.0,3.0,0.0,0.0,3.1,3.0,2.45,1.93,1.84
Cittadella,Cremonese,A,1,3,11.0,9.0,3.0,7.0,7.0,4.0,4.0,2.0,0.0,0.0,1.8,3.3,4.75,2.22,1.63
Cosenza,Spezia,H,1,0,23.0,9.0,8.0,3.0,9.0,5.0,3.0,2.0,0.0,1.0,2.4,2.9,3.3,2.21,1.63
Foggia,Livorno,D,2,2,17.0,14.0,8.0,5.0,5.0,5.0,3.0,5.0,1.0,0.0,1.9,3.1,4.5,2.11,1.69
Palermo,Padova,D,1,1,14.0,10.0,6.0,3.0,12.0,1.0,3.0,3.0,0.0,0.0,1.45,4.0,8.0,2.03,1.75
Perugia,Lecce,A,1,2,6.0,8.0,3.0,5.0,10.0,3.0,3.0,1.0,0.0,0.0,2.4,3.25,2.9,1.8,1.97
Verona,Benevento,A,0,3,18.0,11.0,3.0,4.0,10.0,2.0,2.0,2.0,0.0,0.0,2.4,3.1,3.1,1.97,1.8
Benevento,Cosenza,H,4,2,16.0,8.0,10.0,7.0,5.0,4.0,2.0,2.0,0.0,0.0,1.83,3.25,4.5,2.05,1.75
Livorno,Palermo,D,2,2,11.0,13.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,1.0,2.9,3.0,2.55,2.05,1.74
Pescara,Verona,D,1,1,8.0,17.0,1.0,7.0,4.0,4.0,4.0,3.0,0.0,0.0,2.4,3.0,3.1,1.94,1.84
Salernitana,Carpi,A,2,5,11.0,15.0,4.0,5.0,9.0,1.0,1.0,1.0,1.0,0.0,1.8,3.2,5.0,1.99,1.79
Spezia,Perugia,D,1,1,10.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,2.15,3.1,3.6,1.93,1.85
Venezia,Crotone,A,1,4,8.0,18.0,3.0,8.0,7.0,7.0,5.0,2.0,1.0,0.0,2.8,2.87,2.8,2.41,1.54
Cittadella,Ascoli,D,2,2,14.0,10.0,5.0,5.0,6.0,2.0,2.0,2.0,0.0,0.0,1.9,3.2,4.33,2.03,1.74
Cremonese,Foggia,H,1,0,17.0,5.0,9.0,3.0,13.0,3.0,3.0,2.0,0.0,0.0,2.25,3.1,3.6,2.3,1.59
Lecce,Brescia,H,1,0,14.0,9.0,2.0,1.0,8.0,3.0,4.0,3.0,0.0,1.0,2.4,3.1,3.0,1.77,2.01
Brescia,Ascoli,H,1,0,11.0,6.0,1.0,4.0,7.0,5.0,2.0,2.0,0.0,0.0,1.22,5.5,11.0,1.68,2.13
Carpi,Cremonese,A,1,2,18.0,17.0,6.0,6.0,9.0,7.0,0.0,1.0,0.0,0.0,2.62,3.0,2.62,2.12,1.69
Cosenza,Venezia,D,1,1,11.0,8.0,2.0,1.0,5.0,4.0,1.0,4.0,0.0,0.0,1.9,3.1,4.0,2.4,1.54
Crotone,Benevento,H,1,0,6.0,20.0,3.0,6.0,5.0,11.0,3.0,3.0,1.0,0.0,2.5,3.0,2.8,2.11,1.7
Foggia,Salernitana,H,3,1,8.0,9.0,5.0,6.0,6.0,5.0,3.0,3.0,0.0,0.0,1.66,3.5,4.75,1.85,1.91
Padova,Lecce,H,2,1,9.0,8.0,4.0,2.0,4.0,6.0,5.0,3.0,0.0,0.0,4.6,3.6,1.66,1.69,2.11
Palermo,Spezia,D,2,2,10.0,10.0,2.0,5.0,8.0,1.0,3.0,1.0,0.0,0.0,1.75,3.3,4.6,1.97,1.79
Perugia,Cittadella,D,0,0,11.0,9.0,3.0,1.0,10.0,4.0,2.0,2.0,1.0,0.0,2.2,3.1,3.2,2.0,1.77
Verona,Livorno,A,2,3,10.0,12.0,3.0,5.0,6.0,5.0,3.0,4.0,0.0,0.0,1.72,3.3,4.75,2.06,1.73
Ascoli,Palermo,A,1,2,7.0,16.0,2.0,3.0,4.0,3.0,1.0,4.0,0.0,0.0,3.3,3.2,2.1,1.99,1.77
Cittadella,Verona,H,3,0,16.0,13.0,6.0,3.0,12.0,2.0,1.0,6.0,0.0,1.0,2.3,3.0,3.1,2.14,1.66
Cremonese,Brescia,D,0,0,14.0,7.0,4.0,1.0,9.0,5.0,0.0,1.0,0.0,0.0,1.6,3.6,5.25,2.01,1.75
Spezia,Crotone,H,2,0,9.0,8.0,3.0,2.0,3.0,6.0,1.0,3.0,0.0,0.0,1.8,3.4,4.1,1.99,1.78
Venezia,Pescara,D,2,2,12.0,13.0,2.0,5.0,8.0,4.0,2.0,1.0,0.0,0.0,2.4,3.1,2.87,2.02,1.75
Benevento,Padova,D,3,3,24.0,13.0,10.0,7.0,10.0,5.0,1.0,2.0,0.0,0.0,1.5,3.75,6.5,1.77,1.98
Livorno,Carpi,H,1,0,19.0,11.0,7.0,4.0,14.0,5.0,3.0,4.0,0.0,0.0,1.53,3.75,5.75,1.95,1.81
Salernitana,Cosenza,A,1,2,8.0,10.0,4.0,5.0,0.0,6.0,0.0,1.0,0.0,0.0,1.36,4.33,8.0,2.01,1.75
Foggia,Perugia,H,1,0,10.0,16.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,0.0,2.0,3.25,3.5,1.99,1.77
Brescia,Benevento,A,2,3,9.0,14.0,2.0,8.0,5.0,4.0,1.0,0.0,0.0,0.0,1.8,3.6,4.33,1.58,2.31
Carpi,Venezia,A,2,3,6.0,15.0,2.0,5.0,4.0,14.0,3.0,7.0,1.0,0.0,6.5,4.0,1.5,2.07,1.72
Crotone,Ascoli,H,3,0,9.0,13.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,1.55,3.5,7.5,1.98,1.8
Lecce,Spezia,H,2,1,9.0,15.0,5.0,5.0,6.0,9.0,1.0,1.0,0.0,0.0,1.57,3.8,6.0,1.82,1.94
Padova,Livorno,D,1,1,17.0,16.0,3.0,4.0,3.0,7.0,2.0,0.0,0.0,0.0,6.5,3.8,1.55,1.91,1.87
Palermo,Cittadella,D,2,2,19.0,12.0,8.0,4.0,9.0,5.0,0.0,1.0,0.0,0.0,1.66,3.5,5.5,1.85,1.93
Perugia,Cremonese,H,3,1,18.0,10.0,8.0,5.0,6.0,0.0,2.0,1.0,0.0,0.0,2.25,3.1,3.4,1.95,1.83
Pescara,Salernitana,H,2,0,15.0,8.0,6.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,2.15,3.2,3.5,1.86,1.92
Verona,Foggia,H,2,1,14.0,15.0,5.0,6.0,1.0,6.0,3.0,3.0,1.0,0.0,2.1,3.1,3.75,1.84,1.93
Pisa,Benevento,D,0,0,8.0,13.0,0.0,4.0,7.0,1.0,4.0,1.0,0.0,0.0,4.0,3.3,1.95,2.05,1.75
Crotone,Cosenza,D,0,0,15.0,7.0,3.0,5.0,6.0,4.0,1.0,3.0,0.0,1.0,2.05,3.2,3.75,2.2,1.65
Salernitana,Pescara,H,3,1,20.0,10.0,11.0,2.0,4.0,5.0,2.0,2.0,0.0,0.0,2.37,3.2,3.0,2.1,1.7
Ascoli,Trapani,H,3,1,9.0,12.0,6.0,3.0,4.0,4.0,0.0,5.0,1.0,1.0,1.9,3.3,4.2,2.2,1.65
Cittadella,Spezia,A,0,3,10.0,9.0,3.0,3.0,5.0,3.0,2.0,1.0,0.0,0.0,2.4,3.25,2.9,2.07,1.72
Venezia,Cremonese,A,1,2,12.0,11.0,1.0,5.0,6.0,5.0,2.0,3.0,0.0,0.0,2.8,3.1,2.55,2.35,1.57
Virtus Entella,Livorno,H,1,0,6.0,5.0,3.0,2.0,4.0,4.0,2.0,3.0,0.0,0.0,2.15,3.1,3.6,2.25,1.61
Empoli,Juve Stabia,H,2,1,15.0,4.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.57,3.6,6.5,1.95,1.85
Perugia,Chievo,H,2,1,16.0,10.0,4.0,6.0,4.0,8.0,3.0,2.0,0.0,0.0,2.3,3.1,3.3,2.15,1.66
Pordenone,Frosinone,H,3,0,18.0,16.0,5.0,5.0,3.0,4.0,1.0,3.0,0.0,0.0,3.6,3.25,2.05,2.05,1.75
Chievo,Empoli,D,1,1,14.0,13.0,5.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,2.6,3.0,2.87,2.1,1.7
Benevento,Cittadella,H,4,1,17.0,9.0,7.0,7.0,7.0,4.0,1.0,1.0,0.0,0.0,1.8,3.25,5.0,2.1,1.7
Spezia,Crotone,A,1,2,8.0,6.0,6.0,3.0,6.0,2.0,0.0,3.0,0.0,0.0,2.0,3.2,4.0,2.1,1.7
Cosenza,Salernitana,A,0,1,8.0,6.0,3.0,3.0,3.0,1.0,3.0,4.0,0.0,0.0,2.25,3.0,3.5,2.25,1.61
Cremonese,Virtus Entella,A,0,1,15.0,11.0,5.0,4.0,6.0,6.0,1.0,2.0,0.0,0.0,1.75,3.3,5.25,2.1,1.7
Livorno,Perugia,A,0,1,12.0,6.0,3.0,1.0,12.0,2.0,1.0,4.0,0.0,1.0,3.0,3.0,2.5,2.2,1.65
Trapani,Venezia,A,0,1,11.0,13.0,4.0,4.0,6.0,7.0,2.0,2.0,0.0,0.0,2.25,3.0,3.5,2.25,1.61
Juve Stabia,Pisa,A,0,2,14.0,11.0,1.0,3.0,8.0,2.0,4.0,2.0,0.0,1.0,2.1,3.0,4.0,2.4,1.53
Pescara,Pordenone,H,4,2,19.0,11.0,4.0,2.0,5.0,3.0,3.0,2.0,0.0,0.0,2.05,3.1,4.0,2.05,1.75
Frosinone,Ascoli,H,2,1,20.0,11.0,8.0,5.0,7.0,2.0,5.0,4.0,1.0,0.0,1.75,3.3,5.25,1.95,1.85
Pordenone,Spezia,H,1,0,12.0,11.0,5.0,1.0,5.0,4.0,1.0,3.0,0.0,0.0,2.6,3.1,2.8,2.15,1.66
Ascoli,Livorno,H,2,0,11.0,9.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,2.05,3.3,3.6,2.3,1.6
Cittadella,Trapani,H,2,0,13.0,8.0,6.0,4.0,7.0,5.0,3.0,3.0,0.0,0.0,1.75,3.4,5.0,2.05,1.75
Perugia,Juve Stabia,D,0,0,11.0,12.0,4.0,5.0,6.0,7.0,0.0,4.0,0.0,1.0,1.61,3.6,6.0,2.05,1.75
Virtus Entella,Frosinone,H,1,0,8.0,17.0,3.0,8.0,4.0,5.0,3.0,3.0,0.0,0.0,3.1,3.1,2.37,2.05,1.75
Venezia,Chievo,A,0,2,5.0,8.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,0.0,2.7,3.0,2.75,2.25,1.61
Cosenza,Pescara,A,1,2,13.0,6.0,5.0,1.0,7.0,1.0,1.0,2.0,0.0,0.0,2.37,3.1,3.1,2.25,1.61
Crotone,Empoli,D,0,0,19.0,10.0,6.0,1.0,14.0,2.0,1.0,1.0,0.0,0.0,2.62,3.1,2.75,2.05,1.75
Pisa,Cremonese,H,4,1,15.0,21.0,8.0,5.0,4.0,6.0,2.0,3.0,0.0,0.0,2.8,3.1,2.6,2.4,1.53
Salernitana,Benevento,A,0,2,10.0,14.0,0.0,4.0,4.0,7.0,3.0,0.0,0.0,0.0,2.8,3.0,2.7,2.15,1.66
Frosinone,Venezia,D,1,1,10.0,10.0,4.0,4.0,4.0,5.0,2.0,4.0,0.0,0.0,1.61,3.6,6.0,2.0,1.8
Benevento,Cosenza,H,1,0,14.0,10.0,3.0,5.0,6.0,3.0,1.0,5.0,0.0,0.0,1.6,3.6,6.0,2.07,1.72
Cremonese,Crotone,H,2,1,15.0,18.0,7.0,6.0,6.0,3.0,2.0,2.0,0.0,0.0,2.15,3.1,3.6,2.25,1.61
Empoli,Cittadella,H,1,0,10.0,16.0,3.0,2.0,3.0,4.0,1.0,4.0,0.0,0.0,1.66,3.5,5.0,1.95,1.85
Juve Stabia,Ascoli,A,1,5,20.0,19.0,9.0,9.0,4.0,3.0,4.0,3.0,1.0,0.0,2.25,3.0,3.5,2.15,1.66
Livorno,Pordenone,H,2,1,10.0,11.0,4.0,4.0,4.0,6.0,1.0,3.0,0.0,0.0,2.1,3.1,3.75,2.25,1.61
Pescara,Virtus Entella,D,1,1,11.0,5.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0,0.0,2.45,3.1,3.0,2.07,1.72
Spezia,Perugia,D,2,2,13.0,11.0,5.0,5.0,4.0,7.0,1.0,4.0,0.0,0.0,2.37,3.0,3.25,2.15,1.66
Chievo,Pisa,D,2,2,18.0,14.0,8.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,2.05,3.1,4.0,2.2,1.65
Trapani,Salernitana,A,0,1,12.0,4.0,5.0,1.0,4.0,2.0,5.0,2.0,0.0,0.0,2.75,3.0,2.75,2.15,1.66
Ascoli,Spezia,H,3,0,8.0,15.0,4.0,1.0,2.0,7.0,3.0,4.0,0.0,1.0,2.4,3.1,3.1,2.05,1.75
Cittadella,Pescara,H,2,1,15.0,11.0,6.0,2.0,3.0,4.0,5.0,2.0,0.0,0.0,2.05,3.3,3.7,1.9,1.9
Cosenza,Livorno,D,1,1,9.0,12.0,5.0,4.0,6.0,2.0,2.0,1.0,0.0,0.0,2.4,2.9,3.3,2.6,1.47
Crotone,Juve Stabia,H,2,0,26.0,5.0,9.0,0.0,15.0,0.0,3.0,3.0,0.0,0.0,1.85,3.4,4.33,2.1,1.7
Perugia,Frosinone,H,3,1,19.0,5.0,7.0,2.0,7.0,5.0,1.0,3.0,0.0,0.0,2.3,3.2,3.2,2.15,1.66
Pisa,Empoli,A,2,3,9.0,15.0,6.0,5.0,7.0,3.0,2.0,4.0,0.0,0.0,2.5,3.2,2.87,2.15,1.66
Pordenone,Benevento,D,1,1,14.0,12.0,4.0,6.0,5.0,3.0,4.0,2.0,0.0,0.0,3.1,3.0,2.45,2.1,1.7
Virtus Entella,Venezia,A,0,2,15.0,11.0,1.0,8.0,2.0,5.0,2.0,2.0,0.0,1.0,1.85,3.4,4.33,2.07,1.72
Trapani,Cremonese,D,0,0,16.0,3.0,4.0,3.0,9.0,2.0,0.0,3.0,0.0,0.0,2.75,3.0,2.75,2.1,1.7
Salernitana,Chievo,D,1,1,3.0,4.0,3.0,4.0,6.0,2.0,6.0,5.0,1.0,1.0,2.4,3.2,3.0,2.1,1.7
Pescara,Crotone,A,0,3,13.0,17.0,3.0,9.0,6.0,10.0,2.0,1.0,0.0,0.0,2.7,3.2,2.6,2.05,1.75
Frosinone,Cosenza,D,1,1,7.0,12.0,0.0,4.0,9.0,3.0,4.0,3.0,1.0,0.0,1.75,3.4,5.0,2.1,1.7
Juve Stabia,Cittadella,A,0,1,7.0,10.0,2.0,2.0,6.0,1.0,4.0,5.0,1.0,0.0,2.75,3.1,2.62,2.1,1.7
Venezia,Pisa,D,1,1,11.0,11.0,3.0,3.0,8.0,4.0,4.0,4.0,0.0,1.0,2.5,3.1,2.9,2.3,1.6
Empoli,Perugia,H,3,0,15.0,18.0,7.0,3.0,1.0,4.0,0.0,2.0,0.0,0.0,1.95,3.3,4.0,2.0,1.8
Benevento,Virtus Entella,D,1,1,21.0,7.0,5.0,3.0,3.0,5.0,4.0,3.0,0.0,0.0,1.6,3.6,6.0,2.05,1.75
Chievo,Pordenone,D,1,1,20.0,6.0,8.0,2.0,9.0,4.0,3.0,5.0,0.0,2.0,2.05,3.2,3.75,2.1,1.7
Spezia,Trapani,A,2,4,11.0,8.0,3.0,8.0,8.0,2.0,0.0,1.0,0.0,0.0,1.8,3.4,4.75,2.07,1.72
Livorno,Salernitana,A,2,3,20.0,8.0,7.0,3.0,8.0,3.0,2.0,3.0,0.0,0.0,2.3,3.1,3.3,2.25,1.61
Cremonese,Ascoli,H,1,0,17.0,4.0,8.0,1.0,3.0,4.0,2.0,2.0,0.0,0.0,2.25,3.25,3.2,2.05,1.75
Perugia,Pisa,H,1,0,3.0,3.0,3.0,3.0,5.0,7.0,2.0,0.0,0.0,0.0,1.95,3.3,4.0,2.2,1.65
Cosenza,Venezia,D,1,1,15.0,9.0,3.0,2.0,3.0,5.0,1.0,3.0,0.0,0.0,2.2,3.2,3.4,2.25,1.61
Crotone,Virtus Entella,H,3,1,18.0,8.0,7.0,4.0,7.0,3.0,2.0,2.0,0.0,0.0,1.75,3.5,4.75,2.25,1.61
Livorno,Chievo,A,3,4,13.0,15.0,5.0,5.0,5.0,2.0,2.0,5.0,1.0,1.0,2.5,3.1,2.9,2.25,1.61
Pordenone,Empoli,H,2,0,21.0,9.0,5.0,2.0,6.0,2.0,3.0,0.0,0.0,1.0,3.0,3.2,2.37,2.05,1.75
Spezia,Benevento,A,0,1,8.0,5.0,2.0,2.0,4.0,7.0,3.0,2.0,0.0,1.0,3.0,3.2,2.4,2.0,1.8
Trapani,Juve Stabia,A,1,2,10.0,12.0,3.0,7.0,3.0,4.0,2.0,3.0,0.0,0.0,2.05,3.25,3.75,2.2,1.65
Cremonese,Cittadella,A,0,2,7.0,22.0,1.0,5.0,3.0,10.0,4.0,3.0,1.0,0.0,2.05,3.3,3.6,2.05,1.75
Salernitana,Frosinone,D,1,1,7.0,16.0,2.0,6.0,3.0,7.0,3.0,3.0,0.0,1.0,2.75,3.1,2.62,2.15,1.66
Ascoli,Pescara,A,0,2,10.0,13.0,2.0,2.0,4.0,4.0,1.0,3.0,0.0,0.0,2.05,3.3,3.6,1.95,1.85
Cittadella,Cosenza,A,1,3,9.0,14.0,3.0,5.0,5.0,5.0,4.0,2.0,0.0,0.0,1.85,3.5,4.2,2.0,1.8
Juve Stabia,Pordenone,H,4,2,12.0,17.0,8.0,6.0,5.0,6.0,2.0,3.0,0.0,0.0,2.5,3.1,2.9,2.25,1.61
Pescara,Spezia,A,1,2,8.0,10.0,2.0,2.0,4.0,4.0,4.0,3.0,0.0,0.0,2.15,3.1,3.6,2.0,1.8
Venezia,Salernitana,H,1,0,11.0,4.0,3.0,1.0,3.0,3.0,5.0,4.0,0.0,0.0,2.37,3.2,3.1,2.15,1.66
Virtus Entella,Trapani,D,1,1,18.0,11.0,7.0,1.0,7.0,6.0,2.0,4.0,0.0,0.0,1.95,3.3,3.8,2.1,1.7
Benevento,Perugia,H,1,0,17.0,14.0,7.0,4.0,3.0,7.0,5.0,2.0,1.0,1.0,1.75,3.6,4.75,1.95,1.85
Chievo,Ascoli,H,2,0,24.0,7.0,8.0,4.0,6.0,3.0,0.0,3.0,0.0,1.0,1.95,3.2,4.2,2.0,1.8
Pisa,Crotone,D,1,1,8.0,20.0,3.0,5.0,2.0,6.0,7.0,4.0,0.0,1.0,2.75,3.1,2.62,2.25,1.61
Empoli,Cremonese,D,1,1,17.0,20.0,4.0,8.0,4.0,4.0,0.0,3.0,0.0,1.0,1.83,3.6,4.2,1.9,1.9
Frosinone,Livorno,H,1,0,25.0,9.0,6.0,4.0,10.0,3.0,3.0,3.0,0.0,0.0,1.75,3.6,4.75,2.15,1.66
Ascoli,Virtus Entella,H,2,1,10.0,15.0,4.0,3.0,3.0,5.0,4.0,8.0,1.0,1.0,2.0,3.3,3.8,2.05,1.75
Cosenza,Chievo,D,1,1,13.0,5.0,2.0,1.0,7.0,4.0,2.0,3.0,0.0,0.0,2.55,3.2,2.75,2.15,1.66
Crotone,Venezia,H,3,2,21.0,9.0,6.0,3.0,7.0,5.0,1.0,4.0,0.0,0.0,1.55,3.75,6.5,2.05,1.75
Pescara,Benevento,H,4,0,13.0,10.0,5.0,2.0,6.0,9.0,3.0,2.0,0.0,0.0,3.6,3.25,2.1,2.05,1.75
