HomeTeam,AwayTeam,FTR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,FTHG,FTAG,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA
Sheffield Weds,Hull,D,2.37,3.3,3.3,1.95,1.85,1,1,13,4,13,11,2.0,1.4,0.8,1.2
Stoke,Brentford,D,2.3,3.5,3.3,1.77,2.03,1,1,0,0,3,4,0.0,0.0,2.2,1.4
Swansea,Preston,H,2.45,3.3,3.2,2.12,1.71,1,0,0,0,6,6,0.0,3.0,2.0,1.8
Birmingham,Swansea,D,3.1,3.3,2.5,2.15,1.69,0,0,9,5,2,1,2.2,0.6,3.0,3.0
Bristol City,Middlesbrough,A,2.9,3.4,2.6,2.2,1.66,0,2,11,11,8,8,1.0,0.6,3.0,1.2
Hull,Blackburn,A,2.4,3.4,3.2,2.04,1.76,0,1,5,6,2,2,0.8,1.4,1.0,1.0
Ipswich,Aston Villa,D,3.9,3.4,2.1,2.22,1.65,1,1,7,10,8,5,1.2,0.6,2.6,1.4
Leeds,Rotherham,H,1.44,4.75,8.0,1.59,2.31,2,0,10,4,1,5,2.6,0.6,3.0,0.0
Millwall,Derby,H,2.4,3.3,3.3,2.07,1.74,2,1,7,5,5,7,2.0,1.2,1.8,1.4
Preston,Stoke,D,2.5,3.3,3.1,2.18,1.66,2,2,6,3,1,3,2.0,1.2,1.0,0.0
Reading,Bolton,A,2.1,3.4,4.0,2.26,1.62,0,1,5,8,5,10,1.4,0.2,0.8,0.8
Sheffield United,Norwich,H,2.1,3.5,3.75,1.88,1.91,2,1,5,6,5,12,1.0,1.2,1.2,0.6
West Brom,QPR,H,1.66,3.8,6.0,1.89,1.9,7,1,1,2,1,10,0.0,2.0,1.8,0.0
Wigan,Nott'm Forest,D,2.5,3.4,3.0,2.06,1.75,2,2,3,2,4,10,3.0,0.0,2.2,0.2
Brentford,Sheffield Weds,H,1.53,4.2,7.5,1.67,2.15,2,0,10,4,8,8,2.2,1.6,2.0,1.4
Derby,Ipswich,H,1.9,3.4,4.75,2.07,1.75,2,0,12,8,5,5,1.8,0.8,1.2,0.6
QPR,Bristol City,A,2.54,3.3,3.0,1.93,1.86,0,3,13,8,5,8,1.8,0.0,1.0,0.6
Rotherham,Hull,A,3.1,3.3,2.5,1.94,1.85,2,3,1,0,14,9,3.0,0.0,0.6,1.4
Swansea,Leeds,D,3.2,3.5,2.35,1.81,1.98,2,2,1,0,6,9,3.0,2.0,2.6,0.6
Aston Villa,Brentford,D,2.54,3.5,2.9,1.91,1.88,2,2,9,3,4,4,2.6,1.4,2.6,1.6
Blackburn,Reading,D,1.72,3.75,5.5,2.18,1.66,2,2,0,0,0,8,1.0,2.0,0.8,0.2
Bolton,Birmingham,H,3.1,3.1,2.62,2.41,1.54,1,0,5,11,3,9,0.8,1.4,1.8,0.6
Norwich,Preston,H,2.4,3.4,3.2,2.0,1.8,2,0,8,10,4,7,1.2,0.6,2.2,1.2
Sheffield Weds,Millwall,H,3.1,3.3,2.5,2.15,1.69,2,1,13,4,5,5,2.0,0.8,2.0,1.2
Stoke,Wigan,A,2.14,3.4,3.75,1.89,1.9,0,3,1,1,2,3,1.0,0.5,2.0,0.0
Middlesbrough,West Brom,H,2.5,3.3,3.1,2.13,1.7,1,0,10,1,5,4,3.0,1.6,1.5,2.0
Aston Villa,Reading,D,1.61,3.9,6.5,1.94,1.85,1,1,8,5,2,7,2.2,1.4,0.8,0.4
Blackburn,Brentford,H,2.9,3.5,2.54,1.87,1.92,1,0,2,2,5,6,1.0,2.0,2.6,1.2
Bolton,Sheffield United,A,3.9,3.4,2.1,2.07,1.74,0,3,6,10,8,11,1.4,1.4,1.4,1.2
Derby,Preston,H,2.45,3.3,3.2,2.17,1.67,2,0,11,8,3,5,1.8,0.8,2.2,1.2
Norwich,Leeds,A,2.75,3.4,2.7,1.75,2.05,0,3,10,8,8,9,1.8,0.6,2.6,0.8
Nott'm Forest,Birmingham,D,1.85,3.5,5.0,2.08,1.73,2,2,7,2,2,10,2.2,0.4,1.8,0.0
QPR,Wigan,H,3.25,3.6,2.25,1.85,1.94,1,0,9,10,5,3,1.2,0.0,2.0,1.5
