HomeTeam,AwayTeam,FTR,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA,AHHY,AHR,AHAYY,AHAR,AAHHY,AAHR,AAAYY,AAAR,AHHG,AHAG,TAHG,TAAG,AAHG,AAAG,AHHG_AWAY,AHAG_AWAY,Last_Home_Yellow,Last_Home_Red,Last_Away_Yellow,Last_Away_Red
Bournemouth,Watford,A,0,2,6,19,2,7,8,5,1,3,0,0,2.0,3.6,4.0,1.82,2.01,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
Burnley,West Brom,A,0,1,20,8,0,1,5,5,1,0,0,1,2.63,3.2,3.0,2.46,1.54,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
Leicester,Brighton,H,2,0,14,5,4,2,6,2,1,0,0,0,1.73,3.8,5.5,1.96,1.86,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Liverpool,Crystal Palace,H,1,0,23,4,13,1,4,2,1,3,0,0,1.36,5.25,9.5,1.57,2.4,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0
Southampton,West Ham,H,3,2,14,16,5,8,7,2,1,1,0,1,1.75,3.8,5.25,1.84,1.98,0,0,0,4,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0
Stoke,Arsenal,H,1,0,11,18,4,6,2,9,0,0,0,0,4.5,3.8,1.85,1.8,2.03,0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
Swansea,Man United,A,0,4,6,17,1,8,3,5,1,1,0,0,11.0,5.0,1.36,1.9,1.93,0,0,0,0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Huddersfield,Newcastle,H,1,0,7,13,3,5,7,3,3,4,0,0,2.5,3.25,3.2,2.22,1.67,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0
Tottenham,Chelsea,A,1,2,18,9,6,2,14,3,3,3,0,0,2.1,3.6,3.75,1.9,1.92,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,2.0
Man City,Everton,D,1,1,19,7,6,2,7,1,1,2,1,1,1.33,5.75,10.0,1.61,2.33,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Bournemouth,Man City,A,1,2,9,19,3,8,2,5,5,4,0,1,11.0,6.0,1.3,1.49,2.59,0,2,2,0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0
Crystal Palace,Swansea,A,0,2,16,7,3,3,1,1,4,1,0,0,1.95,3.5,4.33,2.15,1.71,0,3,0,0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0
Huddersfield,Southampton,D,0,0,16,6,6,3,5,4,0,1,0,0,3.9,3.4,2.1,2.19,1.68,1,0,0,0,3.0,3.0,2.0,0.0,3.0,0.0,3.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.5,1.0,0.0,0.0,3.0,0.0,1.0,0.0
Man United,Leicester,H,2,0,22,11,7,4,9,3,1,2,0,0,1.33,5.5,11.0,1.65,2.25,4,0,3,4,3.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0
Newcastle,West Ham,H,3,0,16,8,8,3,7,5,1,3,0,0,2.3,3.4,3.4,1.94,1.88,0,2,2,7,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.5,0.5,0.0,2.0,1.0,0.0,0.0,0.0,3.5,1.0,4.0,0.0,1.0,1.0
Watford,Brighton,D,0,0,8,16,0,2,3,11,0,1,1,0,1.91,3.4,4.0,2.21,1.67,3,3,0,2,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0
Chelsea,Everton,H,2,0,18,7,7,0,6,3,2,2,0,0,1.45,4.5,8.5,1.92,1.9,2,3,1,1,0.0,3.0,3.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0
Liverpool,Arsenal,H,4,0,18,8,10,0,4,3,2,4,0,0,2.15,3.7,3.5,1.58,2.38,1,0,0,1,3.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
Tottenham,Burnley,D,1,1,28,13,5,3,10,7,0,0,0,0,1.25,6.5,15.0,1.66,2.23,1,2,3,2,0.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0
West Brom,Stoke,D,1,1,10,16,2,2,10,4,2,2,0,0,2.4,3.1,3.5,2.59,1.5,1,0,0,1,3.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Arsenal,Bournemouth,H,3,0,17,7,9,2,10,3,0,1,0,0,1.36,5.5,9.0,1.4,2.89,4,3,0,1,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,4.0,3.0,2.5,0.0,0.5,2.0,1.0,0.0,4.0,0.0,5.0,0.0
Brighton,West Brom,H,3,1,12,12,6,3,2,6,2,0,0,0,2.7,3.1,3.0,2.6,1.49,0,2,1,0,0.0,0.5,2.0,3.0,0.0,0.0,0.5,0.0,2.5,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,2.0,0.0
Everton,Tottenham,A,0,3,12,15,1,6,7,3,3,1,0,0,3.8,3.5,2.1,2.04,1.79,1,0,2,0,3.0,0.5,0.5,3.0,1.0,0.0,2.0,0.5,1.5,0.0,2.0,0.0,1.0,0.0,1.5,0.5,1.0,1.5,0.0,2.0,2.0,0.0,0.0,0.0
Leicester,Chelsea,A,1,2,8,16,2,6,2,9,1,0,0,0,4.75,3.9,1.8,1.86,1.96,2,0,2,1,3.0,0.0,1.5,3.0,1.0,0.0,1.5,0.0,2.5,1.0,3.0,0.0,2.0,0.0,3.0,1.5,2.0,1.5,1.0,2.0,2.0,0.0,2.0,0.0
Man City,Liverpool,H,5,0,13,10,7,3,8,3,2,2,0,1,1.85,4.0,4.2,1.53,2.51,1,1,3,3,1.0,3.0,3.0,1.0,1.0,1.0,3.0,0.5,1.5,0.0,3.0,0.0,1.0,1.0,0.5,2.0,2.5,0.0,3.0,3.0,4.0,1.0,2.0,0.0
