HomeTeam,AwayTeam,FTR,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA,AHHY,AHR,AHAYY,AHAR,AAHHY,AAHR,AAAYY,AAAR,AHHG,AHAG,TAHG,TAAG,AAHG,AAAG,AHHG_AWAY,AHAG_AWAY,Last_Home_Yellow,Last_Home_Red,Last_Away_Yellow,Last_Away_Red
Union Berlin,Dortmund,A,0,2,13,12,5,7,8,7,2,1,0,0,3.4,3.6,2.05,1.73,2.1,9,3,9,2,2.6,1.0,1.4,1.8,2.0,0.0,3.3333333333333335,0.6666666666666666,1.6666666666666667,0.0,1.6666666666666667,0.0,1.8,0.6,0.8,0.4,2.2,1.6,0.4,1.8,2.0,0.0,2.0,0.0
Wolfsburg,Stuttgart,A,2,3,12,7,2,3,5,4,3,2,0,0,3.3,3.5,2.15,1.73,2.1,5,7,6,9,0.6,1.2,2.2,1.2,3.3333333333333335,0.0,1.3333333333333333,0.0,1.0,0.0,3.3333333333333335,0.3333333333333333,1.0,1.4,1.0,1.0,2.6,1.0,1.8,1.2,1.0,0.0,1.0,0.0
FC Koln,Leverkusen,A,0,2,6,17,0,6,1,9,2,2,1,0,9.0,4.75,1.36,1.67,2.2,3,6,9,4,1.0,0.6,2.6,2.6,2.3333333333333335,0.0,2.3333333333333335,0.0,3.0,0.0,2.0,0.0,0.6,1.2,1.4,0.6,2.4,0.2,0.8,1.8,0.0,0.0,3.0,0.0
Hoffenheim,Werder Bremen,H,2,1,14,18,7,8,3,3,5,1,1,0,1.91,4.0,3.6,1.57,2.38,8,7,6,3,1.2,0.8,1.6,2.2,3.3333333333333335,0.3333333333333333,3.0,0.0,2.0,0.0,2.6666666666666665,0.0,1.6,1.4,2.6,1.6,1.6,1.0,0.6,1.2,3.0,0.0,3.0,0.0
Stuttgart,Union Berlin,H,2,0,14,10,5,4,4,3,1,2,0,1,1.45,4.5,7.0,1.73,2.1,13,5,2,4,2.2,1.8,2.0,1.0,1.0,0.0,3.0,0.3333333333333333,1.6666666666666667,0.0,3.3333333333333335,0.6666666666666666,2.6,1.0,1.6,1.8,1.2,0.8,0.8,0.4,2.0,0.0,2.0,0.0
Augsburg,Heidenheim,H,1,0,8,6,4,1,5,2,1,3,0,0,1.85,4.2,3.5,1.62,2.3,7,8,7,5,1.0,1.4,1.0,1.8,3.3333333333333335,0.0,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,1.4,1.6,1.2,1.8,1.2,1.4,1.0,1.4,0.0,0.0,1.0,0.0
Bayern Munich,Mainz,H,8,1,25,13,12,3,6,7,1,1,0,0,1.25,7.0,10.0,1.4,3.0,9,3,3,7,2.4,1.4,1.2,0.4,1.6666666666666667,0.0,2.6666666666666665,0.3333333333333333,3.3333333333333335,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.8,0.6,2.2,1.8,0.8,0.8,1.4,0.6,2.0,0.0,5.0,1.0
M'gladbach,FC Koln,D,3,3,16,12,5,5,8,3,3,4,0,0,1.83,4.0,4.0,1.73,2.1,11,7,3,7,1.6,0.4,0.8,0.6,1.0,0.0,2.3333333333333335,0.0,2.3333333333333335,0.3333333333333333,2.3333333333333335,0.0,2.2,1.4,1.6,0.6,0.6,1.6,1.4,0.6,1.0,0.0,2.0,1.0
RB Leipzig,Darmstadt,H,2,0,28,9,8,4,8,4,0,3,0,0,1.14,8.5,15.0,1.33,3.4,9,5,6,8,1.8,1.0,0.2,0.6,1.3333333333333333,0.0,2.0,0.0,2.6666666666666665,0.0,3.6666666666666665,0.0,1.8,1.0,2.2,2.0,0.6,3.0,1.6,1.2,2.0,0.0,2.0,0.0
Werder Bremen,Dortmund,A,1,2,15,13,5,6,10,4,1,2,0,1,3.5,4.33,1.85,1.44,2.75,8,5,10,1,1.6,2.0,1.4,2.2,2.0,0.0,2.6666666666666665,0.0,1.6666666666666667,0.0,1.3333333333333333,0.0,1.6,1.0,0.6,1.0,2.2,1.6,0.2,2.0,1.0,0.0,1.0,0.0
Bochum,Freiburg,A,1,2,18,9,6,5,12,5,3,7,0,0,2.2,3.75,3.0,1.8,2.0,7,8,5,11,1.6,0.2,1.2,0.6,2.6666666666666665,0.3333333333333333,3.0,0.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.0,1.4,1.6,3.2,1.0,1.8,2.0,2.2,1.0,3.0,1.0,1.0,0.0
Ein Frankfurt,Hoffenheim,H,3,1,17,6,7,2,5,1,2,3,0,2,2.0,4.0,3.3,1.57,2.38,11,5,8,13,2.2,1.6,1.2,0.8,2.0,0.0,2.6666666666666665,0.6666666666666666,3.6666666666666665,0.6666666666666666,3.0,0.0,2.2,1.0,1.6,1.6,1.4,1.4,2.6,1.6,4.0,0.0,5.0,1.0
Leverkusen,Wolfsburg,H,2,0,19,2,7,1,9,2,1,3,0,1,1.33,5.75,8.5,1.53,2.5,12,1,5,5,2.6,3.0,0.6,1.2,3.0,0.0,1.6666666666666667,0.0,2.6666666666666665,0.0,1.3333333333333333,0.0,2.4,0.2,0.6,2.0,1.4,1.8,1.0,1.0,2.0,0.0,3.0,0.0
FC Koln,RB Leipzig,A,1,5,9,23,2,7,3,6,2,2,0,0,6.5,4.75,1.45,1.62,2.3,3,8,10,11,0.8,0.8,1.8,1.0,2.3333333333333335,0.3333333333333333,2.6666666666666665,0.0,0.6666666666666666,0.0,2.0,0.0,0.6,1.6,1.6,1.2,1.6,0.8,2.2,2.0,4.0,0.0,0.0,0.0
Darmstadt,Bayern Munich,A,2,5,7,26,3,6,2,9,1,0,0,0,17.0,8.0,1.14,1.29,3.75,3,15,9,11,0.2,0.6,2.4,1.4,2.6666666666666665,0.0,4.0,0.0,1.3333333333333333,0.0,2.6666666666666665,0.3333333333333333,0.6,3.0,1.4,0.8,2.8,0.8,2.2,1.8,3.0,0.0,1.0,0.0
Heidenheim,M'gladbach,D,1,1,16,6,5,2,10,4,1,3,0,0,2.45,3.6,2.7,1.67,2.2,6,7,3,8,1.0,1.2,1.6,0.4,1.0,0.0,2.0,0.0,1.6666666666666667,0.0,2.3333333333333335,0.0,1.2,1.4,1.2,1.2,2.4,1.6,1.6,0.6,3.0,0.0,3.0,0.0
Mainz,Bochum,H,2,0,13,11,4,4,7,6,4,3,0,0,1.8,3.8,4.33,1.8,2.0,4,4,5,16,1.2,0.2,1.4,0.2,3.3333333333333335,0.3333333333333333,2.3333333333333335,0.3333333333333333,2.6666666666666665,0.3333333333333333,3.0,0.0,0.8,0.8,3.0,0.8,1.4,1.8,3.2,1.0,1.0,0.0,3.0,0.0
